,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
495,496,2021/07/23 10:00:00+00,7082,44284,66296,53387,4270,2363,9585,6431,11066,2865,19953,2061,16763,19476,1365,71691,86175,3026,2633,6122,2196,14727,7786,3723,0,2021-07-23 10:00:00+00:00,39.0,22.714285714285715,6.803539934162667,3.962501280336499,44.0,24.142857142857142,5.194805194805195,2.8503963568898634,14.0,17.142857142857142,2.2716504514093967,2.781612797644159,13.0,10.0,3.8584712736813676,2.968054825908744,6.0,2.7142857142857144,6.34209246770818,2.8690418306298904,50.0,42.857142857142854,5.457669225949689,4.678002193671162,16.0,8.571428571428571,6.263677326662517,3.355541424997777,55.0,37.0,5.2346652859840415,3.521502101480173
496,497,2021/07/24 10:00:00+00,7084,44318,66335,53413,4274,2363,9589,6444,11077,2866,19960,2066,16775,19487,1365,71742,86236,3029,2633,6134,2198,14733,7795,3727,0,2021-07-24 10:00:00+00:00,34.0,22.857142857142858,5.931291224654633,3.9874226720367285,39.0,26.571428571428573,4.6044864226682405,3.137122617642098,26.0,19.428571428571427,4.218779409760309,3.1524945039967136,11.0,10.571428571428571,3.2648603084996184,3.137657958817815,4.0,3.142857142857143,4.228061645138786,3.3220484354661894,61.0,45.0,6.6583564556586206,4.9119023033547204,12.0,9.285714285714286,4.697757994996888,3.635169877080925,51.0,40.0,4.853962356094292,3.807029298897484
497,498,2021/07/25 10:00:00+00,7087,44343,66370,53455,4282,2365,9592,6448,11088,2868,19978,2068,16792,19494,1365,71788,86286,3029,2633,6146,2202,14737,7803,3730,0,2021-07-25 10:00:00+00:00,25.0,24.857142857142858,4.361243547540171,4.336322155839942,35.0,27.857142857142858,4.132231404958678,3.2889188733344583,42.0,23.285714285714285,6.8149513542281905,3.7783573834666497,7.0,10.428571428571429,2.077638378136121,3.095257175590547,8.0,4.0,8.456123290277572,4.228061645138786,50.0,46.142857142857146,5.457669225949689,5.036649028519284,17.0,10.857142857142858,6.655157159578925,4.250352471663851,46.0,42.142857142857146,4.378083693732107,4.0109772970527064
498,499,2021/07/26 10:00:00+00,7088,44373,66398,53475,4285,2365,9597,6452,11100,2869,19988,2069,16801,19498,1366,71842,86343,3029,2633,6153,2202,14738,7808,3733,0,2021-07-26 10:00:00+00:00,30.0,28.0,5.233492257048206,4.884592773244991,28.0,29.571428571428573,3.3057851239669422,3.4913138809242708,20.0,25.0,3.245214930584853,4.056518663231066,4.0,10.285714285714286,1.1872219303634977,3.0528563923632794,3.0,4.142857142857143,3.17104623385409,4.379063846750886,57.0,51.0,6.221742917582646,5.566822610468683,9.0,11.285714285714286,3.523318496247666,4.41812954291374,54.0,46.142857142857146,5.139489553511604,4.391680226942455
499,500,2021/07/27 10:00:00+00,7091,44401,66431,53510,4285,2365,9602,6456,11110,2871,20003,2069,16811,19541,1366,71873,86404,3032,2634,6159,2203,14747,7815,3735,0,2021-07-27 10:00:00+00:00,28.0,30.285714285714285,4.884592773244992,5.283335040448665,33.0,32.0,3.896103896103896,3.7780401416765055,35.0,26.428571428571427,5.679126128523492,4.288319729701413,43.0,14.714285714285714,12.7626357514076,4.367280672408581,0.0,4.0,0.0,4.228061645138786,61.0,55.714285714285715,6.6583564556586206,6.08140285177251,10.0,11.571428571428571,3.9147983291640736,4.529980923746999,31.0,47.857142857142854,2.9504477066455506,4.554838625466633
500,501,2021/07/28 10:00:00+00,7092,44451,66500,53537,4290,2367,9608,6476,11120,2871,20014,2069,16826,19562,1365,71930,86487,3032,2634,6170,2206,14756,7829,3738,0,2021-07-28 10:00:00+00:00,50.0,34.42857142857143,8.722487095080343,6.006055399755321,69.0,38.714285714285715,8.146399055489965,4.570753921403272,27.0,26.0,4.381040156289552,4.218779409760309,21.0,16.285714285714285,6.232915134408364,4.833689287908527,5.0,4.714285714285714,5.285077056423483,4.983072653199284,83.0,59.142857142857146,9.059730915076484,6.455643027266204,15.0,12.142857142857142,5.87219749374611,4.7536836854135185,57.0,50.142857142857146,5.425016750928915,4.772383156832204
501,502,2021/07/29 10:00:00+00,7097,44530,66562,53580,4305,2373,9613,6485,11146,2874,20032,2069,16853,19577,1366,71991,86572,3036,2638,6182,2208,14765,7839,3742,0,2021-07-29 10:00:00+00:00,79.0,40.714285714285715,13.781529610226942,7.102596634565422,62.0,44.285714285714285,7.319952774498229,5.2285376960701635,43.0,29.571428571428573,6.977212100757433,4.798282075936176,15.0,16.285714285714285,4.452082238863116,4.833689287908526,15.0,5.857142857142857,15.855231169270448,6.191090266096081,85.0,63.857142857142854,9.278037684114471,6.970223268570032,27.0,15.142857142857142,10.569955488742997,5.928123184162739,61.0,50.714285714285715,5.8057196808186635,4.826769289673597
502,503,2021/07/30 10:00:00+00,7098,44575,66620,53643,4309,2376,9621,6495,11161,2882,20056,2071,16878,19592,1367,72088,86656,3039,2637,6199,2211,14782,7857,3748,0,2021-07-30 10:00:00+00:00,45.0,41.57142857142857,7.850238385572308,7.2521249847668,58.0,46.285714285714285,6.8476977567886665,5.464665204924946,63.0,36.57142857142857,10.222427031342285,5.934107301640873,15.0,16.571428571428573,4.452082238863116,4.918490854363062,4.0,5.571428571428571,4.228061645138786,5.88908586287188,84.0,68.71428571428571,9.168884299595478,7.500396850519429,25.0,16.428571428571427,9.786995822910182,6.431454397912406,97.0,56.714285714285715,9.2320460498264,5.397823684508219
503,504,2021/07/31 10:00:00+00,7104,44626,66693,53692,4316,2377,9630,6507,11190,2895,20079,2072,16896,19619,1368,72186,86765,3045,2639,6216,2212,14791,7876,3754,0,2021-07-31 10:00:00+00:00,51.0,44.0,8.896936836981949,7.6757886436707015,73.0,51.142857142857146,8.618654073199528,6.038117726429415,49.0,39.857142857142854,7.9507765799328896,6.467249754522671,27.0,18.857142857142858,8.013748029953609,5.5969033859993464,7.0,6.0,7.399107878992876,6.34209246770818,109.0,75.57142857142857,11.897718912570323,8.248877201506815,18.0,17.285714285714285,7.046636992495332,6.767008540412183,98.0,63.42857142857143,9.327221782298837,6.036860745394582
504,505,2021/08/01 10:00:00+00,7110,44682,66744,53743,4327,2378,9640,6517,11211,2903,20103,2074,16918,19634,1371,72276,86871,3046,2641,6229,2217,14804,7892,3764,0,2021-08-01 10:00:00+00:00,56.0,48.42857142857143,9.769185546489984,8.448351786377819,51.0,53.42857142857143,6.02125147579693,6.307977736549165,51.0,41.142857142857146,8.275298072991374,6.675870714345982,15.0,20.0,4.452082238863116,5.936109651817488,11.0,6.428571428571429,11.627169524131663,6.795099072544478,106.0,83.57142857142857,11.57025875901334,9.122104277658766,22.0,18.0,8.61255632416096,7.046636992495332,90.0,69.71428571428571,8.56581592251934,6.635108206649901
505,506,2021/08/02 10:00:00+00,7111,44721,66797,53777,4337,2384,9644,6522,11231,2916,20129,2074,16934,19646,1371,72342,86971,3047,2644,6243,2218,14815,7899,3769,0,2021-08-02 10:00:00+00:00,39.0,49.714285714285715,6.803539934162667,8.672644311679884,53.0,57.0,6.257378984651711,6.729634002361275,34.0,43.142857142857146,5.51686538199425,7.0003922074044675,12.0,21.142857142857142,3.561665791090493,6.275315917635631,10.0,7.428571428571429,10.570154112846966,7.852114483829175,100.0,89.71428571428571,10.915338451899379,9.7926179254183,16.0,19.0,6.263677326662517,7.438116825411739,66.0,71.42857142857143,6.28159834318085,6.79826660517408
506,507,2021/08/03 10:00:00+00,7115,44760,66839,53809,4337,2384,9647,6534,11244,2918,20152,2075,16952,19662,1372,72383,87051,3049,2646,6248,2218,14817,7924,3774,0,2021-08-03 10:00:00+00:00,39.0,51.285714285714285,6.803539934162667,8.94677962038241,42.0,58.285714285714285,4.958677685950413,6.881430258053634,32.0,42.714285714285715,5.192343888935764,6.930851887463364,16.0,17.285714285714285,4.748887721453991,5.130494770499401,0.0,7.428571428571429,0.0,7.852114483829175,80.0,92.42857142857143,8.732270761519503,10.08889139768414,18.0,20.142857142857142,7.046636992495332,7.885522348744776,41.0,72.85714285714286,3.9022050313699213,6.934231937277561
507,508,2021/08/04 10:00:00+00,7116,44836,66921,53876,4339,2386,9655,6545,11273,2924,20195,2077,16980,19673,1374,72481,87196,3050,2652,6260,2220,14850,7946,3780,0,2021-08-04 10:00:00+00:00,76.0,55.0,13.25818038452212,9.594735804588378,82.0,60.142857142857146,9.681227863046045,7.100691516275932,67.0,48.42857142857143,10.871470017459256,7.85805615334475,11.0,15.857142857142858,3.2648603084996184,4.706486938226723,2.0,7.0,2.114030822569393,7.399107878992877,145.0,101.28571428571429,15.827240755254097,11.055678517709513,28.0,22.0,10.961435321659405,8.61255632416096,98.0,78.71428571428571,9.327221782298837,7.491689798901835
508,509,2021/08/05 10:00:00+00,7133,44932,67003,53938,4348,2388,9672,6566,11291,2929,20230,2079,17012,19692,1378,72596,87313,3052,2655,6277,2223,14875,7967,3785,0,2021-08-05 10:00:00+00:00,96.0,57.42857142857143,16.747175222554258,10.018399463492281,82.0,63.0,9.681227863046045,7.438016528925621,62.0,51.142857142857146,10.060166284813043,8.298478179638408,19.0,16.428571428571427,5.639304169226614,4.876090071135794,9.0,6.142857142857143,9.513138701562267,6.493094669320279,117.0,105.85714285714286,12.770945988722273,11.554665418367772,32.0,22.714285714285715,12.527354653325034,8.89218477624411,115.0,86.42857142857143,10.945209234330267,8.225902592260637
509,510,2021/08/06 10:00:00+00,7142,45008,67125,54010,4358,2393,9681,6590,11339,2947,20274,2083,17044,19725,1379,72714,87492,3054,2661,6292,2230,14895,7994,3794,0,2021-08-06 10:00:00+00:00,76.0,61.857142857142854,13.25818038452212,10.790962606199397,122.0,72.14285714285714,14.403778040141676,8.51745656940462,72.0,52.42857142857143,11.682773750105468,8.50709913946172,33.0,19.0,9.794580925498856,5.639304169226614,10.0,7.0,10.570154112846966,7.399107878992877,179.0,119.42857142857143,19.538455828899888,13.03603277969697,32.0,23.714285714285715,12.527354653325034,9.283664609160516,118.0,89.42857142857143,11.230736431747578,8.511429789677948
510,511,2021/08/07 10:00:00+00,7160,45091,67227,54103,4369,2395,9695,6611,11386,2950,20314,2087,17078,19755,1381,72825,87681,3060,2665,6308,2231,14910,8034,3800,0,2021-08-07 10:00:00+00:00,83.0,66.42857142857143,14.47932857783337,11.58844714060674,102.0,76.28571428571429,12.04250295159386,9.006577837746669,93.0,58.714285714285715,15.090249427219565,9.527023831931245,30.0,19.428571428571427,8.904164477726232,5.766506518908416,11.0,7.571428571428571,11.627169524131663,8.003116685441274,189.0,130.85714285714286,20.629989674089824,14.283500031342616,34.0,26.0,13.31031431915785,10.17847565582659,111.0,91.28571428571429,10.564506304440519,8.688184721412473
511,512,2021/08/08 10:00:00+00,7172,45158,67298,54172,4378,2403,9706,6624,11432,2956,20355,2090,17106,19803,1384,72971,87852,3066,2666,6328,2240,14934,8052,3823,0,2021-08-08 10:00:00+00:00,67.0,68.0,11.688132707407659,11.862582449309267,71.0,79.14285714285714,8.382526564344746,9.343902850396358,69.0,61.285714285714285,11.195991510517741,9.94426575157787,48.0,24.142857142857142,14.246663164361973,7.165732365408254,9.0,7.285714285714286,9.513138701562267,7.701112282217076,171.0,140.14285714285714,18.665228752747936,15.2970671733047,28.0,26.857142857142858,10.961435321659405,10.514029798326368,146.0,99.28571428571429,13.895656940975817,9.44959058119197
512,513,2021/08/09 10:00:00+00,7188,45203,67361,54235,4386,2404,9714,6631,11449,2970,20383,2090,17122,19820,1384,73058,87978,3068,2669,6345,2241,14946,8077,3833,0,2021-08-09 10:00:00+00:00,45.0,68.85714285714286,7.850238385572308,12.012110799510642,63.0,80.57142857142857,7.43801652892562,9.5125653567212,63.0,65.42857142857143,10.222427031342285,10.616488844341873,17.0,24.857142857142858,5.045693204044865,7.377736281544593,8.0,7.0,8.456123290277572,7.399107878992877,126.0,143.85714285714286,13.753326449393217,15.702494030089536,16.0,26.857142857142858,6.263677326662517,10.514029798326368,87.0,102.28571428571429,8.280288725102027,9.73511777860928
513,514,2021/08/10 10:00:00+00,7189,45259,67407,54282,4394,2404,9723,6649,11479,2978,20423,2094,17152,19829,1386,73178,88102,3076,2681,6360,2241,14955,8103,3840,0,2021-08-10 10:00:00+00:00,56.0,71.28571428571429,9.769185546489984,12.435774458414544,46.0,81.14285714285714,5.430932703659977,9.580030359251138,47.0,67.57142857142857,7.626255086874403,10.964190444047395,9.0,23.857142857142858,2.6712493433178697,7.080930798953718,8.0,8.142857142857142,8.456123290277572,8.607125491889672,124.0,150.14285714285714,13.535019680355228,16.388601018494636,30.0,28.571428571428573,11.74439498749222,11.185138083325924,120.0,113.57142857142857,11.421087896692454,10.809243902226784
514,515,2021/08/11 10:00:00+00,7196,45342,67524,54371,4403,2409,9729,6666,11510,2984,20458,2097,17185,19858,1386,73308,88268,3080,2688,6384,2248,15001,8130,3845,0,2021-08-11 10:00:00+00:00,83.0,72.28571428571429,14.47932857783337,12.610224200316152,117.0,86.14285714285714,13.813459268004722,10.170349131388093,89.0,70.71428571428571,14.441206441102596,11.474152790282158,29.0,26.428571428571427,8.607358995135359,7.844144897044537,9.0,9.142857142857142,9.513138701562267,9.664140903174369,166.0,153.14285714285714,18.119461830152968,16.716061172051617,33.0,29.285714285714285,12.918834486241442,11.464766535409073,130.0,118.14285714285714,12.372845221416824,11.244332964957925
515,516,2021/08/12 10:00:00+00,7210,45436,67627,54469,4415,2412,9749,6686,11563,3013,20506,2099,17223,19882,1391,73452,88457,3095,2691,6418,2256,15039,8173,3855,0,2021-08-12 10:00:00+00:00,94.0,72.0,16.398275738751046,12.560381416915693,103.0,89.14285714285714,12.160566706021251,10.524540394670264,98.0,75.85714285714286,15.901553159865779,12.308636629575405,24.0,27.142857142857142,7.123331582180986,8.056148813180878,12.0,9.571428571428571,12.68418493541636,10.117147508010666,189.0,163.42857142857142,20.629989674089824,17.838781698532696,38.0,30.142857142857142,14.876233650823478,11.800320677908848,144.0,122.28571428571429,13.705305476030942,11.638632428058022
516,517,2021/08/13 10:00:00+00,7216,45523,67750,54537,4428,2416,9766,6707,11621,3022,20546,2112,17263,19910,1399,73535,88619,3104,2704,6448,2262,15073,8228,3878,0,2021-08-13 10:00:00+00:00,87.0,73.57142857142857,15.177127545439795,12.834516725618219,123.0,89.28571428571429,14.521841794569067,10.541406645302748,68.0,75.28571428571429,11.0337307639885,12.215916202987268,28.0,26.428571428571427,8.310553512544484,7.844144897044538,13.0,10.0,13.741200346701055,10.570154112846966,162.0,161.0,17.682848292076994,17.573694907558,40.0,31.285714285714285,15.659193316656294,12.247726201241887,83.0,117.28571428571429,7.899585795212279,11.162753765695838
517,518,2021/08/14 10:00:00+00,7241,45595,67869,54641,4443,2424,9773,6733,11647,3033,20598,2116,17291,19952,1405,73645,88816,3117,2710,6481,2272,15111,8269,3901,0,2021-08-14 10:00:00+00:00,72.0,72.0,12.560381416915693,12.560381416915694,119.0,91.71428571428571,14.049586776859504,10.828132906054984,104.0,76.85714285714286,16.875117639041235,12.470897376104647,42.0,28.142857142857142,12.465830268816728,8.35295429577175,15.0,10.571428571428571,15.855231169270448,11.174162919295364,197.0,162.14285714285714,21.503216750241773,17.698441632722563,28.0,30.428571428571427,10.961435321659405,11.91217205874211,110.0,117.14285714285714,10.469330571968083,11.14915723248549
518,519,2021/08/15 10:00:00+00,7249,45671,67977,54726,4457,2429,9792,6747,11680,3045,20625,2119,17320,19988,1409,73761,88991,3122,2711,6494,2278,15153,8286,3922,0,2021-08-15 10:00:00+00:00,76.0,73.28571428571429,13.25818038452212,12.784673942217761,108.0,97.0,12.750885478158205,11.452184179456907,85.0,79.14285714285714,13.792163454985623,12.841779082457203,36.0,26.428571428571427,10.684997373271479,7.844144897044538,14.0,11.285714285714286,14.798215757985751,11.929173927355862,175.0,162.71428571428572,19.101842290823914,17.760814995304845,29.0,30.571428571428573,11.352915154575813,11.968097749158739,116.0,112.85714285714286,11.040384966802705,10.741261236175045
519,520,2021/08/16 10:00:00+00,7274,45715,68082,54787,4467,2432,9797,6762,11720,3060,20665,2125,17357,20015,1413,73842,89131,3130,2714,6527,2282,15167,8316,3938,0,2021-08-16 10:00:00+00:00,44.0,73.14285714285714,7.675788643670702,12.75975255051753,105.0,103.0,12.396694214876034,12.160566706021253,61.0,78.85714285714286,9.897905538283801,12.795418869163134,27.0,27.857142857142858,8.013748029953609,8.268152729317217,10.0,11.571428571428571,10.570154112846966,12.231178330580061,140.0,164.71428571428572,15.281473832659131,17.979121764342832,37.0,33.57142857142857,14.48475381790707,13.142537247907958,81.0,112.0,7.709234330267406,10.659682036912956
520,521,2021/08/17 10:00:00+00,7291,45777,68177,54849,4476,2435,9809,6779,11767,3068,20743,2126,17390,20047,1414,73960,89275,3142,2718,6563,2284,15184,8343,3952,0,2021-08-17 10:00:00+00:00,62.0,74.0,10.815883997899626,12.909280900718906,95.0,110.0,11.216056670602125,12.987012987012987,62.0,81.0,10.060166284813043,13.143120468868654,32.0,31.142857142857142,9.497775442907981,9.243370743544375,9.0,11.714285714285714,9.513138701562267,12.38218053219216,144.0,167.57142857142858,15.718087370735105,18.290988577254243,33.0,34.0,12.918834486241442,13.31031431915785,118.0,111.71428571428571,11.230736431747578,10.63248897049226
521,522,2021/08/18 10:00:00+00,7307,45888,68311,54926,4485,2437,9837,6811,11806,3081,20800,2136,17426,20082,1415,74070,89467,3146,2721,6588,2291,15232,8357,3961,0,2021-08-18 10:00:00+00:00,111.0,78.0,19.36392135107836,13.607079868325334,134.0,112.42857142857143,15.820543093270366,13.273739247765223,77.0,79.28571428571429,12.494077482751683,12.864959189104239,35.0,32.0,10.388191890680606,9.497775442907981,9.0,11.714285714285714,9.513138701562267,12.38218053219216,192.0,171.28571428571428,20.95744982764681,18.696415434039075,36.0,34.42857142857143,14.093273984990663,13.478091390407739,110.0,108.85714285714286,10.469330571968083,10.360558306285297
522,523,2021/08/19 10:00:00+00,7332,45974,68416,55031,4498,2444,9854,6830,11845,3104,20861,2147,17461,20109,1418,74209,89642,3157,2723,6630,2297,15286,8391,3982,0,2021-08-19 10:00:00+00:00,86.0,76.85714285714286,15.002677803538191,13.407708734723498,105.0,112.71428571428571,12.396694214876034,13.30747174903019,105.0,80.28571428571429,17.037378385570477,13.02721993563348,27.0,32.42857142857143,8.013748029953609,9.624977792589785,13.0,11.857142857142858,13.741200346701055,12.533182733804258,175.0,169.28571428571428,19.101842290823914,18.47810866500109,35.0,34.0,13.701794152074255,13.31031431915785,139.0,108.14285714285714,13.229426813668757,10.292575640233554
523,524,2021/08/20 10:00:00+00,7370,46074,68577,55075,4506,2448,9881,6856,11901,3124,20935,2153,17507,20148,1433,74377,89838,3166,2725,6670,2300,15322,8441,4020,0,2021-08-20 10:00:00+00:00,100.0,78.71428571428571,17.444974190160686,13.731686826826484,161.0,118.14285714285714,19.008264462809915,13.948389273064597,44.0,76.85714285714286,7.139472847286676,12.470897376104647,39.0,34.0,11.575413821044101,10.09138640808973,8.0,11.142857142857142,8.456123290277572,11.778171725743762,196.0,174.14285714285714,21.394063365722783,19.00828224695049,46.0,34.857142857142854,18.008072314154738,13.645868461657626,168.0,120.28571428571429,15.989523055369434,11.448280963113149
524,525,2021/08/21 10:00:00+00,7419,46168,68696,55156,4520,2462,9899,6879,11946,3138,20995,2176,17551,20196,1435,74553,90005,3175,2727,6697,2311,15376,8466,4032,0,2021-08-21 10:00:00+00:00,94.0,81.85714285714286,16.398275738751046,14.279957444231533,119.0,118.14285714285714,14.049586776859504,13.948389273064597,81.0,73.57142857142857,13.143120468868654,11.937754923222851,48.0,34.857142857142854,14.246663164361973,10.345791107453337,14.0,11.0,14.798215757985751,11.627169524131661,167.0,169.85714285714286,18.22861521467196,18.540482027583373,44.0,37.142857142857146,17.22511264832192,14.5406795083237,176.0,129.71428571428572,16.75092891514893,12.345652154996127
525,526,2021/08/22 10:00:00+00,7431,46334,68788,55244,4534,2467,9914,6901,11975,3162,21053,2180,17586,20233,1435,74662,90148,3179,2734,6714,2320,15422,8495,4057,0,2021-08-22 10:00:00+00:00,166.0,94.71428571428571,28.95865715566674,16.522882697252193,92.0,115.85714285714286,10.861865407319954,13.678529262944847,88.0,74.0,14.278945694573352,12.007295243163956,37.0,35.0,10.981802855862353,10.388191890680604,14.0,11.0,14.798215757985751,11.627169524131663,143.0,165.28571428571428,15.60893398621611,18.041495126925117,35.0,38.0,13.701794152074255,14.876233650823478,109.0,128.71428571428572,10.374154839495645,12.25047642252369
526,527,2021/08/23 10:00:00+00,7465,46389,68889,55312,4551,2469,9937,6920,12023,3171,21122,2195,17623,20267,1436,74807,90304,3180,2736,6741,2321,15445,8519,4071,0,2021-08-23 10:00:00+00:00,55.0,96.28571428571429,9.594735804588378,16.79701800595472,101.0,115.28571428571429,11.92443919716647,13.611064260414908,68.0,75.0,11.0337307639885,12.169555989693196,34.0,36.0,10.09138640808973,10.68499737327148,17.0,12.0,17.969261991839844,12.684184935416358,156.0,167.57142857142858,17.02792798496303,18.290988577254243,37.0,38.0,14.48475381790707,14.87623365082348,145.0,137.85714285714286,13.80048120850338,13.120654547985973
527,528,2021/08/24 10:00:00+00,7488,46470,68984,55368,4563,2472,9965,6941,12053,3184,21151,2202,17654,20295,1438,74912,90454,3196,2744,6779,2323,15467,8556,4081,0,2021-08-24 10:00:00+00:00,81.0,99.0,14.130429094030156,17.270524448259078,95.0,115.28571428571429,11.216056670602125,13.611064260414908,56.0,74.14285714285714,9.086601805637587,12.03047534981099,28.0,35.42857142857143,8.310553512544484,10.515394240362408,12.0,12.428571428571429,12.68418493541636,13.137191540252658,150.0,168.42857142857142,16.373007677849067,18.384548621127667,31.0,37.714285714285715,12.135874820408626,14.764382269990218,105.0,136.0,9.993451909605897,12.943899616251446
528,529,2021/08/25 10:00:00+00,7511,46586,69110,55471,4577,2476,9990,6960,12100,3199,21213,2204,17710,20332,1438,75053,90683,3204,2748,6828,2327,15531,8587,4092,0,2021-08-25 10:00:00+00:00,116.0,99.71428571428571,20.236170060586396,17.395131406760225,126.0,114.14285714285714,14.87603305785124,13.476134255355035,103.0,77.85714285714286,16.71285689251199,12.63315812263389,37.0,35.714285714285715,10.981802855862353,10.600195806816943,14.0,13.142857142857142,14.798215757985751,13.892202548313156,229.0,173.71428571428572,24.99612505484958,18.961502225013778,56.0,40.57142857142857,21.92287064331881,15.882896078322812,141.0,140.42857142857142,13.419778278613633,13.365392145772239
529,530,2021/08/26 10:00:00+00,7541,46709,69273,55549,4592,2483,10019,6990,12157,3211,21276,2213,17766,20373,1446,75205,90863,3220,2754,6855,2334,15610,8620,4115,0,2021-08-26 10:00:00+00:00,123.0,105.0,21.457318253897643,18.317222899668725,163.0,122.42857142857143,19.244391971664697,14.45437679203913,78.0,74.0,12.656338229280925,12.007295243163956,41.0,37.714285714285715,12.169024786225851,11.193806771998693,15.0,13.428571428571429,15.855231169270448,14.194206951537353,180.0,174.42857142857142,19.64760921341888,19.03946892824163,56.0,43.57142857142857,21.92287064331881,17.05733557707203,152.0,142.28571428571428,14.46671133581044,13.542147077506767
530,531,2021/08/27 10:00:00+00,7572,46828,69433,55676,4609,2493,10046,7022,12223,3224,21335,2217,17816,20443,1447,75362,91085,3226,2762,6914,2341,15670,8659,4144,0,2021-08-27 10:00:00+00:00,119.0,107.71428571428571,20.759519286291216,18.79072934197308,160.0,122.28571428571429,18.890200708382526,14.437510541406647,127.0,85.85714285714286,20.60711480921381,13.931244094867832,70.0,42.142857142857146,20.77638378136121,12.508231052043994,17.0,14.714285714285714,17.969261991839844,15.553226766046249,222.0,178.14285714285714,24.23205136321662,19.444895785026464,50.0,44.142857142857146,19.573991645820364,17.28103833873855,157.0,140.71428571428572,14.942589998172625,13.392585212192936
531,532,2021/08/28 10:00:00+00,7626,46963,69578,55776,4619,2503,10078,7050,12281,3243,21404,2230,17856,20525,1450,75552,91302,3232,2771,6954,2343,15721,8701,4157,0,2021-08-28 10:00:00+00:00,135.0,113.57142857142857,23.550715156716926,19.812506401682494,145.0,126.0,17.119244391971666,14.87603305785124,100.0,88.57142857142857,16.22607465292426,14.371666121161487,82.0,47.0,24.338049572451702,13.949857681771098,10.0,14.142857142857142,10.570154112846966,14.949217959597854,217.0,185.28571428571428,23.68628444062165,20.22456281730499,40.0,43.57142857142857,15.659193316656294,17.05733557707203,190.0,142.71428571428572,18.083389169763052,13.58293667713781
532,533,2021/08/29 10:00:00+00,7634,47037,69671,55873,4643,2510,10098,7069,12332,3257,21442,2237,17904,20559,1453,75744,91478,3236,2772,6988,2346,15773,8751,4175,0,2021-08-29 10:00:00+00:00,74.0,100.42857142857143,12.909280900718906,17.519738365261375,93.0,126.14285714285714,10.979929161747345,14.892899308483724,97.0,89.85714285714286,15.739292413336536,14.580287080984801,34.0,46.57142857142857,10.09138640808973,13.822655332089296,24.0,15.571428571428571,25.36836987083272,16.459239975718848,176.0,190.0,19.210995675342904,20.739143058608818,48.0,45.42857142857143,18.79103197998755,17.78436955248822,192.0,154.57142857142858,18.273740634707927,14.711448933596708
533,534,2021/08/30 10:00:00+00,7674,47117,69780,55957,4663,2513,10128,7091,12381,3270,21478,2244,17931,20605,1453,75859,91607,3244,2778,7007,2357,15817,8793,4177,0,2021-08-30 10:00:00+00:00,80.0,104.0,13.955979352128548,18.142773157767113,109.0,127.28571428571429,12.868949232585598,15.0278293135436,84.0,92.14285714285714,13.629902708456381,14.951168787337355,46.0,48.285714285714285,13.653052199180223,14.331464730816508,20.0,16.0,21.140308225693932,16.91224658055515,129.0,186.14285714285714,14.080786602950198,20.318122861178413,27.0,44.0,10.569955488742997,17.22511264832192,115.0,150.28571428571428,10.945209234330267,14.303552937286264
534,535,2021/08/31 10:00:00+00,7698,47195,69894,56032,4684,2522,10163,7124,12445,3290,21525,2255,17970,20637,1458,76018,91768,3256,2792,7052,2356,15844,8826,4198,0,2021-08-31 10:00:00+00:00,78.0,103.57142857142857,13.607079868325334,18.068008982666424,114.0,130.0,13.459268004722551,15.348288075560802,75.0,94.85714285714286,12.169555989693198,15.391590813631014,32.0,48.857142857142854,9.497775442907981,14.501067863725579,21.0,17.285714285714285,22.197323636978627,18.271266395064043,161.0,187.71428571428572,17.573694907558,20.489649608279688,39.0,45.142857142857146,15.267713483739886,17.67251817165496,159.0,158.0,15.1329414631175,15.037765730645065
535,536,2021/09/01 10:00:00+00,7719,47353,70019,56156,4702,2529,10194,7151,12514,3306,21571,2267,18014,20713,1465,76159,92003,3263,2795,7107,2361,15932,8860,4223,0,2021-09-01 10:00:00+00:00,158.0,109.57142857142857,27.563059220453884,19.114707434076063,125.0,129.85714285714286,14.757969303423849,15.331421824928317,124.0,97.85714285714286,20.120332569626086,15.878373053218741,76.0,54.42857142857143,22.557216676906457,16.154698409589024,18.0,17.857142857142858,19.026277403124535,18.87527520151244,235.0,188.57142857142858,25.65104536196354,20.583209652153112,44.0,43.42857142857143,17.22511264832192,17.001409886655402,141.0,158.0,13.419778278613633,15.037765730645063
