,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
10,11,2020/03/25 10:00:00+00,0,31,51,53,3,1,5,4,8,0,7,3,5,35,1,127,76,1,1,2,1,2,4,2,0,2020-03-25 10:00:00+00:00,7.0,3.857142857142857,1.221148193311248,0.6728775759061979,9.0,5.857142857142857,1.062573789846517,0.6915162759318604,12.0,7.0,1.9471289583509117,1.1358252257046983,5.0,3.857142857142857,1.484027412954372,1.14482114713623,0.0,0.42857142857142855,0.0,0.4530066048362985,13.0,8.0,1.4189939987469191,0.8732270761519502,0.0,0.2857142857142857,0.0,0.11185138083325923,20.0,13.714285714285714,1.9035146494487423,1.305267188193423
11,12,2020/03/26 10:00:00+00,0,41,81,72,7,1,7,4,10,0,14,3,9,49,1,164,101,1,1,4,1,2,5,2,0,2020-03-26 10:00:00+00:00,10.0,5.142857142857143,1.7444974190160685,0.8971701012082638,30.0,9.857142857142858,3.5419126328217234,1.1637712936414233,19.0,9.142857142857142,3.08295418405561,1.4835268254102183,14.0,4.714285714285714,4.155276756272242,1.3992258464998366,4.0,0.8571428571428571,4.228061645138786,0.906013209672597,25.0,11.142857142857142,2.7288346129748446,1.216280570354502,4.0,0.8571428571428571,1.5659193316656292,0.3355541424997777,37.0,18.714285714285715,3.521502101480173,1.7811458505556088
12,13,2020/03/27 10:00:00+00,0,63,103,88,9,1,9,9,17,0,15,3,18,62,2,208,148,1,1,4,1,5,5,2,0,2020-03-27 10:00:00+00:00,22.0,7.571428571428571,3.837894321835351,1.3208337601121662,22.0,12.857142857142858,2.5974025974025974,1.5179625569235957,16.0,11.0,2.596171944467882,1.7848682118216688,13.0,6.285714285714286,3.8584712736813676,1.865634461999782,2.0,1.1428571428571428,2.114030822569393,1.208017612896796,47.0,16.714285714285715,5.130209072392708,1.8244208555317531,9.0,1.8571428571428572,3.523318496247666,0.727033975416185,44.0,22.428571428571427,4.187732228787232,2.1346557140246607
13,14,2020/03/28 10:00:00+00,0,88,141,112,8,1,10,13,21,0,22,3,21,73,2,255,196,1,1,8,2,6,6,2,0,2020-03-28 10:00:00+00:00,25.0,10.428571428571429,4.361243547540171,1.8192615941167571,38.0,17.428571428571427,4.48642266824085,2.0576825771630967,24.0,13.857142857142858,3.8942579167018234,2.2484703447623624,11.0,7.714285714285714,3.2648603084996184,2.28964229427246,-1.0,1.0,-1.0570154112846966,1.0570154112846966,48.0,22.857142857142858,5.239362456911702,2.4949345032912866,3.0,2.2857142857142856,1.174439498749222,0.8948110466660738,47.0,26.714285714285715,4.473259426204544,2.5425517103351054
14,15,2020/03/29 10:00:00+00,0,99,162,129,10,3,82,13,28,0,24,3,23,81,3,301,247,4,1,8,3,6,6,2,0,2020-03-29 10:00:00+00:00,11.0,11.571428571428571,1.9189471609176756,2.0186327277185936,21.0,19.142857142857142,2.4793388429752063,2.260077584752909,17.0,15.0,2.758432690997125,2.4339111979386394,8.0,8.142857142857142,2.3744438607269953,2.4168446439542635,2.0,1.1428571428571428,2.114030822569393,1.2080176128967959,51.0,29.571428571428573,5.566822610468683,3.2278215136331023,2.0,2.5714285714285716,0.7829596658328146,1.006662427499333,46.0,31.142857142857142,4.378083693732107,2.9640442398558986
15,16,2020/03/30 10:00:00+00,0,110,186,152,12,4,82,13,33,0,26,3,24,96,3,341,294,4,1,9,4,7,6,3,0,2020-03-30 10:00:00+00:00,11.0,12.857142857142858,1.9189471609176756,2.2429252530206596,24.0,21.571428571428573,2.833530106257379,2.5468038455051443,23.0,17.285714285714285,3.7319971701725803,2.804792904291194,15.0,10.0,4.452082238863116,2.968054825908744,2.0,1.4285714285714286,2.114030822569393,1.510022016120995,47.0,35.285714285714285,5.130209072392708,3.851555139455923,1.0,2.7142857142857144,0.3914798329164073,1.0625881179159626,40.0,35.42857142857143,3.8070292988974845,3.371940236166343
16,17,2020/03/31 10:00:00+00,0,127,227,187,15,4,92,14,40,0,33,3,25,117,3,388,341,4,1,15,3,11,7,3,0,2020-03-31 10:00:00+00:00,17.0,14.714285714285714,2.9656456123273167,2.566903345123644,41.0,26.428571428571427,4.8406139315230226,3.1202563670096137,35.0,20.857142857142858,5.679126128523492,3.3842955704670605,21.0,12.428571428571429,6.232915134408364,3.6888681407722967,3.0,1.7142857142857142,3.17104623385409,1.812026419345194,47.0,39.714285714285715,5.130209072392708,4.33494869946861,1.0,2.857142857142857,0.3914798329164073,1.1185138083325923,47.0,40.142857142857146,4.473259426204544,3.8206258321078326
17,18,2020/04/01 10:00:00+00,0,158,289,221,18,4,96,16,56,1,35,3,34,142,3,447,403,7,4,19,3,15,7,4,0,2020-04-01 10:00:00+00:00,31.0,18.142857142857142,5.407941998949813,3.165016745929153,62.0,34.0,7.319952774498229,4.014167650531286,34.0,24.0,5.51686538199425,3.894257916701823,25.0,15.285714285714286,7.42013706477186,4.536883805317652,3.0,2.142857142857143,3.17104623385409,2.2650330241814927,62.0,46.714285714285715,6.767509840177614,5.099022391101566,9.0,4.142857142857143,3.523318496247666,1.6218450220822587,59.0,45.714285714285715,5.615368215873789,4.3508906273114105
18,19,2020/04/02 10:00:00+00,1,206,353,265,22,4,105,20,69,1,45,3,37,152,5,498,473,8,4,27,4,17,7,5,0,2020-04-02 10:00:00+00:00,48.0,23.571428571428573,8.373587611277129,4.112029630537876,64.0,38.857142857142854,7.556080283353011,4.587620172035756,44.0,27.571428571428573,7.139472847286676,4.47376058287769,10.0,14.714285714285714,2.968054825908744,4.36728067240858,4.0,2.142857142857143,4.228061645138786,2.2650330241814927,70.0,53.142857142857146,7.6407369163295655,5.800722720152241,3.0,4.0,1.174439498749222,1.5659193316656292,51.0,47.714285714285715,4.853962356094292,4.541242092256285
19,20,2020/04/03 10:00:00+00,2,249,427,313,30,4,129,25,90,1,54,3,41,166,5,566,563,12,4,30,5,27,7,5,0,2020-04-03 10:00:00+00:00,43.0,26.571428571428573,7.5013389017690955,4.6353788562426965,74.0,46.285714285714285,8.736717827626919,5.464665204924946,48.0,32.142857142857146,7.788515833403647,5.2155239955827986,14.0,14.857142857142858,4.155276756272242,4.409681455635849,8.0,3.0,8.456123290277572,3.1710462338540895,90.0,59.285714285714285,9.82380460670944,6.471236367911774,4.0,3.2857142857142856,1.5659193316656292,1.2862908795824812,68.0,51.142857142857146,6.471949808125723,4.86755888930464
20,21,2020/04/04 10:00:00+00,3,289,491,343,33,4,134,33,95,1,73,3,44,180,5,640,653,13,4,34,6,29,8,7,0,2020-04-04 10:00:00+00:00,40.0,28.714285714285715,6.977989676064274,5.009199731746141,64.0,50.0,7.556080283353011,5.90318772136954,30.0,33.0,4.867822395877279,5.354604635465007,14.0,15.285714285714286,4.155276756272242,4.536883805317652,3.0,3.5714285714285716,3.17104623385409,3.7750550403024876,90.0,65.28571428571429,9.82380460670944,7.1261566750257375,3.0,3.2857142857142856,1.174439498749222,1.2862908795824812,74.0,55.0,7.043004202960346,5.2346652859840415
21,22,2020/04/05 10:00:00+00,6,319,590,394,39,4,142,36,111,1,112,3,52,199,5,693,785,13,4,40,7,34,11,9,0,2020-04-05 10:00:00+00:00,30.0,31.428571428571427,5.233492257048206,5.482706174050501,99.0,61.142857142857146,11.688311688311689,7.218755270703322,51.0,37.857142857142854,8.275298072991374,6.142728261464185,19.0,16.857142857142858,5.639304169226614,5.003292420817597,6.0,4.142857142857143,6.34209246770818,4.379063846750886,132.0,76.85714285714286,14.408246756507177,8.38921726731695,8.0,4.142857142857143,3.1318386633312585,1.6218450220822587,53.0,56.0,5.044313821039167,5.329841018456477
22,23,2020/04/06 10:00:00+00,6,343,648,435,40,6,150,37,129,1,138,3,55,214,5,793,916,15,4,41,8,37,11,10,0,2020-04-06 10:00:00+00:00,24.0,33.285714285714285,4.1867938056385645,5.8066842661534865,58.0,66.0,6.8476977567886665,7.792207792207792,41.0,40.42857142857143,6.652690607698949,6.559970181110809,15.0,16.857142857142858,4.452082238863116,5.003292420817597,1.0,4.0,1.0570154112846966,4.228061645138786,131.0,88.85714285714286,14.299093371988185,9.699057881544876,3.0,4.428571428571429,1.174439498749222,1.7336964029155182,100.0,64.57142857142857,9.51757324724371,6.145633011077367
23,24,2020/04/07 10:00:00+00,7,370,652,459,41,11,159,41,136,3,151,3,59,236,8,871,1020,15,4,46,8,44,17,10,0,2020-04-07 10:00:00+00:00,27.0,34.714285714285715,4.710143031343385,6.055898183155781,4.0,60.714285714285715,0.4722550177095632,7.16815651880587,24.0,38.857142857142854,3.8942579167018234,6.304989007993428,22.0,17.0,6.529720616999237,5.045693204044865,1.0,3.7142857142857144,1.0570154112846966,3.926057241914587,104.0,97.0,11.351951989975353,10.587878298342398,4.0,4.857142857142857,1.5659193316656292,1.901473474165407,78.0,69.0,7.423707132850094,6.567125540598161
24,25,2020/04/08 10:00:00+00,6,466,866,571,56,11,186,49,164,4,199,5,86,274,9,1088,1310,16,4,62,10,57,20,10,0,2020-04-08 10:00:00+00:00,96.0,44.0,16.747175222554258,7.6757886436707015,214.0,82.42857142857143,25.26564344746163,9.731826614943499,112.0,50.0,18.173203611275174,8.113037326462132,38.0,18.857142857142858,11.278608338453228,5.5969033859993464,15.0,5.428571428571429,15.855231169270448,5.738083661259781,290.0,129.57142857142858,31.654481510508194,14.14315996553248,27.0,7.428571428571429,10.569955488742997,2.9081359016647395,217.0,91.57142857142857,20.653133946518853,8.715377787833168
25,26,2020/04/09 10:00:00+00,8,505,979,638,66,12,203,54,180,7,233,5,101,299,9,1214,1476,17,4,65,13,60,21,16,0,2020-04-09 10:00:00+00:00,39.0,42.714285714285715,6.803539934162667,7.4514961183686355,113.0,89.42857142857143,13.341204250295158,10.558272895935234,67.0,53.285714285714285,10.871470017459256,8.646179779343928,25.0,21.0,7.42013706477186,6.232915134408363,10.0,6.285714285714286,10.570154112846966,6.644096870932379,166.0,143.28571428571428,18.119461830152968,15.640120667507249,15.0,9.142857142857142,5.87219749374611,3.579244186664295,126.0,102.28571428571429,11.992142291527076,9.73511777860928
26,27,2020/04/10 10:00:00+00,10,554,1072,689,76,12,214,64,220,7,289,4,110,319,9,1388,1716,17,4,71,13,66,28,16,0,2020-04-10 10:00:00+00:00,49.0,43.57142857142857,8.548037353178735,7.601024468570013,93.0,92.14285714285714,10.979929161747345,10.87873165795244,51.0,53.714285714285715,8.275298072991374,8.715720099285033,20.0,21.857142857142858,5.936109651817488,6.487319833771969,10.0,6.571428571428571,10.570154112846966,6.946101274156577,240.0,164.71428571428572,26.196812284558504,17.979121764342832,9.0,9.857142857142858,3.523318496247666,3.8588726387474432,174.0,117.42857142857143,16.560577450204054,11.176350298906186
27,28,2020/04/11 10:00:00+00,11,615,1173,756,82,15,214,66,235,8,341,4,120,351,10,1537,1923,19,4,73,13,72,33,19,0,2020-04-11 10:00:00+00:00,61.0,46.57142857142857,10.641434255998018,8.124373694274833,101.0,97.42857142857143,11.92443919716647,11.50278293135436,67.0,59.0,10.871470017459256,9.573384045225314,32.0,24.428571428571427,9.497775442907981,7.250533931862789,6.0,7.0,6.34209246770818,7.399107878992877,207.0,181.42857142857142,22.594750595431712,19.803542619874584,10.0,10.857142857142858,3.9147983291640736,4.2503524716638506,149.0,128.14285714285714,14.18118413839313,12.196090289682298
28,29,2020/04/12 10:00:00+00,13,659,1257,812,90,17,236,74,253,9,368,4,129,371,11,1631,2035,19,4,82,14,75,42,20,0,2020-04-12 10:00:00+00:00,44.0,48.57142857142857,7.675788643670702,8.473273178078047,84.0,95.28571428571429,9.917355371900825,11.249789171867095,56.0,59.714285714285715,9.086601805637587,9.689284578460487,20.0,24.571428571428573,5.936109651817488,7.292934715090056,8.0,7.285714285714286,8.456123290277572,7.701112282217076,112.0,178.57142857142858,12.225179066127303,19.491675806963173,9.0,11.0,3.523318496247666,4.30627816208048,94.0,134.0,8.946518852409088,12.753548151306571
29,30,2020/04/13 10:00:00+00,15,724,1361,873,94,21,250,83,274,12,417,4,142,386,11,1756,2205,19,6,95,16,93,58,21,0,2020-04-13 10:00:00+00:00,65.0,54.42857142857143,11.339233223604447,9.495050237787458,104.0,101.85714285714286,12.27863046044864,12.025636700961375,61.0,62.57142857142857,9.897905538283801,10.152886711401182,15.0,24.571428571428573,4.452082238863116,7.292934715090057,4.0,7.714285714285714,4.228061645138786,8.154118887053373,170.0,184.14285714285714,18.556075368228942,20.099816092140426,13.0,12.428571428571429,5.089237827913295,4.8655350662467765,125.0,137.57142857142858,11.896966559054638,13.093461481565276
30,31,2020/04/14 10:00:00+00,17,783,1377,962,99,21,259,85,292,14,441,4,147,403,11,1883,2356,19,5,98,16,96,63,21,0,2020-04-14 10:00:00+00:00,59.0,59.0,10.292534772194804,10.292534772194804,16.0,103.57142857142857,1.8890200708382527,12.228031708551189,89.0,71.85714285714286,14.441206441102596,11.659593643458436,17.0,23.857142857142858,5.045693204044865,7.080930798953718,5.0,8.285714285714286,5.285077056423483,8.758127693501772,151.0,190.85714285714286,16.48216106236806,20.83270310248224,5.0,12.571428571428571,1.9573991645820368,4.921460756663406,127.0,144.57142857142858,12.087318023999511,13.759691608872336
31,32,2020/04/15 10:00:00+00,17,845,1485,1060,102,22,262,90,310,16,442,4,152,424,11,1933,2516,19,5,99,14,106,76,22,0,2020-04-15 10:00:00+00:00,62.0,54.142857142857146,10.815883997899626,9.445207454387,108.0,88.42857142857143,12.750885478158205,10.440209141507841,98.0,69.85714285714286,15.901553159865779,11.335072150399949,21.0,21.428571428571427,6.232915134408364,6.360117484090166,3.0,6.571428571428571,3.17104623385409,6.946101274156578,160.0,172.28571428571428,17.464541523039006,18.805568818558072,5.0,9.428571428571429,1.9573991645820368,3.691095567497555,50.0,120.71428571428571,4.758786623621855,11.489070562744192
32,33,2020/04/16 10:00:00+00,20,896,1516,1160,103,23,283,101,327,18,497,4,161,451,11,2133,2722,19,6,98,14,109,87,25,0,2020-04-16 10:00:00+00:00,51.0,55.857142857142854,8.896936836981949,9.744264154789755,31.0,76.71428571428571,3.6599763872491144,9.05717658964412,100.0,74.57142857142857,16.22607465292426,12.100015669752095,27.0,21.714285714285715,8.013748029953609,6.444919050544702,1.0,5.285714285714286,1.0570154112846966,5.587081459647682,206.0,178.0,22.48559721091272,19.42930244438089,9.0,8.571428571428571,3.523318496247666,3.355541424997777,200.0,131.28571428571428,19.03514649448742,12.495214020309957
33,34,2020/04/17 10:00:00+00,26,966,1569,1273,109,28,288,127,337,20,525,4,176,475,14,2280,2966,19,9,100,14,116,103,28,0,2020-04-17 10:00:00+00:00,70.0,58.857142857142854,12.21148193311248,10.267613380494575,53.0,71.0,6.257378984651711,8.382526564344746,113.0,83.42857142857143,18.33546435780442,13.537182281868244,24.0,22.285714285714285,7.123331582180986,6.614522183453773,6.0,4.714285714285714,6.34209246770818,4.983072653199284,244.0,178.57142857142858,26.633425822634482,19.491675806963176,15.0,9.428571428571429,5.87219749374611,3.691095567497555,147.0,127.42857142857143,13.990832673448255,12.128107623630555
34,35,2020/04/18 10:00:00+00,33,1005,1664,1378,109,33,308,131,347,20,557,4,195,508,16,2404,3160,24,10,101,16,116,138,31,0,2020-04-18 10:00:00+00:00,39.0,55.714285714285715,6.803539934162667,9.719342763089525,95.0,70.14285714285714,11.216056670602125,8.281329060549838,105.0,88.85714285714286,17.037378385570477,14.418026334455561,33.0,22.428571428571427,9.794580925498856,6.65692296668104,0.0,3.857142857142857,0.0,4.077059443526687,194.0,176.71428571428572,21.175756596684792,19.288962378570755,19.0,10.714285714285714,7.438116825411739,4.194426781247222,124.0,123.85714285714286,11.801790826582202,11.788194293371854
35,36,2020/04/19 10:00:00+00,33,1047,1733,1392,113,33,313,131,370,21,591,4,210,515,18,2507,3345,25,10,105,19,117,145,33,0,2020-04-19 10:00:00+00:00,42.0,55.42857142857143,7.326889159867489,9.669499979689066,69.0,68.0,8.146399055489965,8.028335301062572,14.0,82.85714285714286,2.2716504514093967,13.444461855280105,7.0,20.571428571428573,2.077638378136121,6.105712784726561,4.0,3.2857142857142856,4.228061645138786,3.4730506370782885,185.0,187.14285714285714,20.19337613601385,20.427276245697406,15.0,11.571428571428571,5.87219749374611,4.529980923746999,103.0,125.14285714285714,9.803100444661021,11.910563092264988
36,37,2020/04/20 10:00:00+00,32,1098,1875,1511,114,39,335,134,392,23,616,4,226,538,28,2647,3583,26,11,107,22,123,166,34,0,2020-04-20 10:00:00+00:00,51.0,53.42857142857143,8.896936836981949,9.320600495885852,142.0,73.42857142857143,16.76505312868949,8.669252825096981,119.0,91.14285714285714,19.309028836979873,14.788908040808113,23.0,21.714285714285715,6.826526099590112,6.444919050544702,1.0,2.857142857142857,1.0570154112846966,3.0200440322419904,238.0,196.85714285714286,25.978505515520517,21.487623409596203,16.0,12.0,6.263677326662517,4.697757994996889,140.0,127.28571428571429,13.324602546141195,12.114511090420208
37,38,2020/04/21 10:00:00+00,56,1157,1925,1542,116,41,330,134,401,25,632,4,232,565,29,2768,3734,27,11,107,22,126,176,33,0,2020-04-21 10:00:00+00:00,59.0,53.42857142857143,10.292534772194804,9.320600495885852,50.0,78.28571428571429,5.90318772136954,9.24270534660145,31.0,82.85714285714286,5.0300831424065215,13.444461855280105,27.0,23.142857142857142,8.013748029953609,6.868926882817378,2.0,2.4285714285714284,2.114030822569393,2.5670374274056917,151.0,196.85714285714286,16.48216106236806,21.487623409596207,6.0,12.142857142857142,2.348878997498444,4.753683685413518,121.0,126.42857142857143,11.516263629164891,12.032931891158118
38,39,2020/04/22 10:00:00+00,58,1190,2012,1602,118,41,344,134,427,28,658,4,267,592,36,2868,3875,31,11,112,23,127,183,34,0,2020-04-22 10:00:00+00:00,33.0,49.285714285714285,5.7568414827530265,8.597880136579196,87.0,75.28571428571429,10.271546635182998,8.888514083319278,60.0,77.42857142857143,9.735644791754558,12.563617802692788,27.0,24.0,8.013748029953609,7.123331582180986,2.0,2.2857142857142856,2.114030822569393,2.416035225793592,141.0,194.14285714285714,15.390627217178123,21.19134993733036,35.0,16.428571428571427,13.701794152074255,6.431454397912406,100.0,133.57142857142858,9.51757324724371,12.71275855167553
39,40,2020/04/23 10:00:00+00,77,1294,2132,1672,121,50,355,140,442,31,690,4,280,618,64,3060,4141,33,12,115,25,139,203,39,0,2020-04-23 10:00:00+00:00,104.0,56.857142857142854,18.142773157767113,9.91871389669136,120.0,88.0,14.167650531286894,10.389610389610391,70.0,73.14285714285714,11.358252257046985,11.868214603281746,26.0,23.857142857142858,7.716942547362735,7.080930798953718,3.0,2.5714285714285716,3.17104623385409,2.7180396290177913,266.0,202.71428571428572,29.034800282052345,22.126950376064595,13.0,17.0,5.089237827913295,6.655157159578924,192.0,132.42857142857142,18.273740634707927,12.603986285992745
40,41,2020/04/24 10:00:00+00,90,1373,2234,1728,125,55,372,144,459,32,765,4,289,642,67,3227,4403,43,13,119,23,143,222,44,0,2020-04-24 10:00:00+00:00,79.0,58.142857142857146,13.781529610226942,10.143006421993428,102.0,95.0,12.04250295159386,11.216056670602127,56.0,65.0,9.086601805637587,10.546948524400772,24.0,23.857142857142858,7.123331582180986,7.080930798953718,4.0,2.2857142857142856,4.228061645138786,2.416035225793592,262.0,205.28571428571428,28.59818674397637,22.407630507684864,9.0,16.142857142857142,3.523318496247666,6.319603017079146,167.0,135.28571428571428,15.894347322896996,12.875916950199708
41,42,2020/04/25 10:00:00+00,105,1430,2387,1791,130,61,384,146,483,38,814,4,302,686,67,3483,4795,52,14,124,28,154,242,46,0,2020-04-25 10:00:00+00:00,57.0,60.714285714285715,9.94363528839159,10.591591472597559,153.0,103.28571428571429,18.06375442739079,12.19429920728622,63.0,59.0,10.222427031342285,9.573384045225314,44.0,25.428571428571427,13.059441233998474,7.547339414453664,5.0,3.0,5.285077056423483,3.1710462338540895,392.0,233.57142857142858,42.788126731445566,25.495111955507834,13.0,15.285714285714286,5.089237827913295,5.984048874579369,256.0,154.14285714285714,24.364987512943898,14.670659333965663
42,43,2020/04/26 10:00:00+00,113,1510,2509,1866,134,63,391,154,504,46,834,4,319,707,68,3645,4987,53,16,133,34,173,270,48,0,2020-04-26 10:00:00+00:00,80.0,66.14285714285714,13.955979352128548,11.538604357206282,122.0,110.85714285714286,14.403778040141676,13.088210490807894,75.0,67.71428571428571,12.169555989693198,10.987370550694427,21.0,27.428571428571427,6.232915134408364,8.140950379635411,4.0,3.0,4.228061645138786,3.1710462338540895,192.0,234.57142857142858,20.95744982764681,25.60426534002683,17.0,15.571428571428571,6.655157159578925,6.095900255412628,162.0,162.57142857142858,15.418468660534812,15.472854793376204
43,44,2020/04/27 10:00:00+00,114,1544,2548,1933,138,68,403,163,529,51,865,4,352,778,70,3843,5263,54,19,144,34,181,336,53,0,2020-04-27 10:00:00+00:00,34.0,63.714285714285715,5.931291224654633,11.11494069830238,39.0,96.14285714285714,4.6044864226682405,11.350986675662,67.0,60.285714285714285,10.871470017459256,9.782005005048628,71.0,34.285714285714285,21.073189263952084,10.176187974544266,4.0,3.4285714285714284,4.228061645138786,3.6240528386903885,276.0,240.0,30.126334127242284,26.19681228455851,33.0,18.0,12.918834486241442,7.046636992495332,198.0,170.85714285714286,18.844795029542546,16.261453719576398
44,45,2020/04/28 10:00:00+00,115,1571,2631,1977,139,69,416,163,539,52,870,4,358,802,73,4003,5496,55,20,145,34,187,340,54,0,2020-04-28 10:00:00+00:00,27.0,59.142857142857146,4.710143031343385,10.317456163895033,83.0,100.85714285714286,9.799291617473434,11.907572946533985,44.0,62.142857142857146,7.139472847286676,10.083346391460077,24.0,33.857142857142854,7.123331582180986,10.048985624862464,1.0,3.2857142857142856,1.0570154112846966,3.4730506370782885,233.0,251.71428571428572,25.43273859292555,27.475466217495292,6.0,18.0,2.348878997498444,7.046636992495332,160.0,176.42857142857142,15.228117195589938,16.791718514779976
45,46,2020/04/29 10:00:00+00,116,1662,2740,2014,142,69,421,164,551,51,893,4,371,831,73,4152,5738,55,21,145,34,197,350,55,0,2020-04-29 10:00:00+00:00,91.0,67.42857142857143,15.874926513046223,11.762896882508349,109.0,104.0,12.868949232585598,12.27863046044864,37.0,58.857142857142854,6.003647621581978,9.55020393857828,29.0,34.142857142857146,8.607358995135359,10.133787191316998,3.0,3.4285714285714284,3.17104623385409,3.624052838690388,242.0,266.14285714285717,26.415119053596495,29.050393622697918,13.0,14.857142857142858,5.089237827913295,5.81627180332948,149.0,183.42857142857142,14.18118413839313,17.457948642087036
46,47,2020/04/30 10:00:00+00,118,1725,2831,2068,150,71,436,167,564,51,918,4,414,867,79,4300,6043,52,26,150,35,206,406,61,0,2020-04-30 10:00:00+00:00,63.0,61.57142857142857,10.990333739801232,10.741119822798936,91.0,99.85714285714286,10.743801652892563,11.789509192106594,54.0,56.57142857142857,8.762080312579103,9.179322232225726,36.0,35.57142857142857,10.684997373271479,10.557795023589676,8.0,4.142857142857143,8.456123290277572,4.379063846750886,305.0,271.7142857142857,33.291782278293105,29.65853390787517,43.0,19.142857142857142,16.833632815405515,7.494042515828369,148.0,177.14285714285714,14.086008405920692,16.859701180831717
47,48,2020/05/01 10:00:00+00,118,1807,3013,2162,161,74,460,176,611,54,942,4,437,896,86,4754,6735,52,30,159,35,216,425,65,0,2020-05-01 10:00:00+00:00,82.0,62.0,14.304878835931762,10.815883997899624,182.0,111.28571428571429,21.487603305785125,13.138809242705346,94.0,62.0,15.252510173748806,10.060166284813045,29.0,36.285714285714285,8.607358995135359,10.769798939726014,11.0,5.142857142857143,11.627169524131663,5.436079258035583,692.0,333.14285714285717,75.53414208714369,36.3636703854705,23.0,21.142857142857142,9.004036157077369,8.277002181661183,454.0,218.14285714285714,43.209782542486444,20.761906212201637
48,49,2020/05/02 10:00:00+00,121,1885,3183,2237,160,79,480,187,622,59,976,4,468,931,80,4919,7041,57,32,164,39,225,452,72,0,2020-05-02 10:00:00+00:00,78.0,65.0,13.607079868325334,11.339233223604447,170.0,113.71428571428571,20.070838252656433,13.425535503457581,75.0,63.714285714285715,12.169555989693198,10.338327564577458,35.0,35.0,10.388191890680606,10.388191890680604,-1.0,4.285714285714286,-1.0570154112846966,4.530066048362985,306.0,320.85714285714283,33.400935662812095,35.02264308995144,31.0,23.714285714285715,12.135874820408626,9.283664609160516,165.0,205.14285714285714,15.703995857952123,19.524621690059956
49,50,2020/05/03 10:00:00+00,124,1959,3301,2319,162,95,494,188,637,71,1004,4,479,969,91,5150,7333,60,33,165,44,232,473,75,0,2020-05-03 10:00:00+00:00,74.0,64.14285714285714,12.909280900718906,11.189704873403068,118.0,113.14285714285714,13.931523022432112,13.358070500927642,82.0,64.71428571428571,13.305381215397897,10.500588311106702,38.0,37.42857142857143,11.278608338453228,11.10900520554416,2.0,4.0,2.114030822569393,4.228061645138786,292.0,335.14285714285717,31.87278827954618,36.581977154508486,11.0,22.857142857142858,4.30627816208048,8.94811046666074,231.0,215.0,21.985594201132972,20.462782481573978
50,51,2020/05/04 10:00:00+00,126,2018,3448,2411,171,98,506,194,651,75,1038,4,491,992,95,5384,7598,63,35,168,45,237,480,80,0,2020-05-04 10:00:00+00:00,59.0,67.71428571428571,10.292534772194804,11.812739665908808,147.0,128.57142857142858,17.355371900826444,15.179625569235961,92.0,68.28571428571429,14.927988680690321,11.080090977282568,23.0,30.571428571428573,6.826526099590112,9.073767610635304,9.0,4.714285714285714,9.513138701562267,4.983072653199284,265.0,333.57142857142856,28.92564689753335,36.41045040740721,12.0,19.857142857142858,4.697757994996888,7.773670967911516,234.0,220.14285714285714,22.27112139855028,20.952257677146513
51,52,2020/05/05 10:00:00+00,129,2045,3430,2609,174,99,513,195,660,76,1071,4,499,1010,95,5541,7831,65,37,170,45,238,500,81,0,2020-05-05 10:00:00+00:00,27.0,67.71428571428571,4.710143031343385,11.812739665908806,-18.0,114.14285714285714,-2.125147579693034,13.476134255355035,198.0,90.28571428571429,32.127627812790045,14.649827400925906,18.0,29.714285714285715,5.342498686635739,8.819362911271698,3.0,5.0,3.17104623385409,5.285077056423483,233.0,333.57142857142856,25.43273859292555,36.41045040740721,8.0,20.142857142857142,3.1318386633312585,7.885522348744776,157.0,219.71428571428572,14.942589998172625,20.91146807751547
52,53,2020/05/06 10:00:00+00,129,2085,3527,2752,184,101,521,200,670,79,1108,4,532,1061,94,5790,8135,67,39,186,45,251,517,86,0,2020-05-06 10:00:00+00:00,40.0,60.42857142857143,6.977989676064274,10.541748689197098,97.0,112.42857142857143,11.452184179456907,13.273739247765223,143.0,105.42857142857143,23.203286753681695,17.106918705511582,51.0,32.857142857142854,15.137079612134594,9.752180142271587,10.0,6.0,10.570154112846966,6.342092467708179,304.0,342.42857142857144,33.18262889377411,37.37723752743258,33.0,23.0,12.918834486241442,9.004036157077369,249.0,234.0,23.69875738563684,22.271121398550285
