,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,AACountyPop,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
127,128,2020/07/20 14:00:00+00,239.0,6003,9828,9505,494.0,365.0,1276,559.0,1619,246.0,2739.0,34.0,1427,3128.0,223.0,16433,20690,331.0,108.0,779.0,257.0,796.0,1189.0,417.0,0.0,,2020-07-20 14:00:00+00:00,48.0,63.0,8.373587611277129,10.990333739801232,105.0,133.71428571428572,12.396694214876034,15.786810592005397,77.0,134.14285714285714,12.494077482751683,21.766120141565548,31.0,39.714285714285715,9.200969960317106,11.787417737180439,4.0,5.857142857142857,4.228061645138786,6.19109026609608,101.0,131.0,11.024491836418372,14.299093371988187,15.0,19.857142857142858,5.87219749374611,7.773670967911516,61.0,93.28571428571429,5.8057196808186635,8.878536186357348
128,129,2020/07/21 14:00:00+00,240.0,6062,9994,9644,495.0,367.0,1296,566.0,1642,246.0,2785.0,34.0,1452,3177.0,224.0,16520,20867,335.0,110.0,785.0,265.0,816.0,1195.0,428.0,0.0,,2020-07-21 14:00:00+00:00,59.0,63.285714285714285,10.292534772194804,11.040176523201692,166.0,143.42857142857142,19.59858323494687,16.933715635014334,139.0,136.42857142857142,22.554243767564728,22.1370018479181,49.0,40.857142857142854,14.543468646952848,12.126624002998584,1.0,5.285714285714286,1.0570154112846966,5.587081459647682,177.0,130.14285714285714,19.320149059861897,14.205533328114765,25.0,20.142857142857142,9.786995822910182,7.885522348744776,87.0,91.0,8.280288725102027,8.660991654991777
129,130,2020/07/22 14:00:00+00,240.0,6105,10153,9738,503.0,368.0,1311,570.0,1659,288.0,2797.0,37.0,1472,3198.0,221.0,16593,20958,340.0,110.0,789.0,268.0,818.0,1201.0,435.0,0.0,,2020-07-22 14:00:00+00:00,43.0,60.285714285714285,7.5013389017690955,10.51682729749687,159.0,142.85714285714286,18.772136953955133,16.866250632484398,94.0,129.0,15.252510173748806,20.9316363022723,21.0,39.42857142857143,6.232915134408364,11.702616170725905,8.0,6.285714285714286,8.456123290277572,6.644096870932378,91.0,122.71428571428571,9.932957991228434,13.394679614545096,20.0,21.0,7.829596658328147,8.221076491244554,73.0,86.71428571428571,6.9478284704879085,8.253095658681332
130,131,2020/07/23 14:00:00+00,244.0,6144,10345,9842,509.0,371.0,1316,576.0,1679,294.0,2820.0,38.0,1514,3242.0,223.0,16654,21038,341.0,111.0,790.0,274.0,826.0,1206.0,439.0,0.0,,2020-07-23 14:00:00+00:00,39.0,58.42857142857143,6.803539934162667,10.192849205393886,192.0,154.85714285714286,22.668240850059032,18.283015685613087,104.0,120.57142857142857,16.875117639041235,19.564010010097256,44.0,40.714285714285715,13.059441233998474,12.084223219771316,6.0,6.0,6.34209246770818,6.34209246770818,80.0,121.0,8.732270761519503,13.20755952679825,42.0,25.428571428571427,16.442152982489105,9.954772894160072,61.0,85.42857142857143,5.8057196808186635,8.130726859788199
131,132,2020/07/24 14:00:00+00,244.0,6229,10520,10001,515.0,374.0,1337,583.0,1695,303.0,2833.0,41.0,1540,3271.0,224.0,16768,21210,350.0,114.0,805.0,289.0,833.0,1219.0,468.0,0.0,,2020-07-24 14:00:00+00:00,85.0,59.42857142857143,14.828228061636583,10.367298947295494,175.0,163.42857142857142,20.661157024793386,19.294990723562154,159.0,122.85714285714286,25.79945869814958,19.93489171644981,29.0,41.142857142857146,8.607358995135359,12.211425569453118,6.0,5.142857142857143,6.34209246770818,5.436079258035583,172.0,129.71428571428572,18.77438213726693,14.15875330617805,26.0,27.0,10.17847565582659,10.569955488742997,114.0,87.85714285714286,10.85003350185783,8.361867924364118
132,133,2020/07/25 14:00:00+00,252.0,6343,10793,10210,528.0,393.0,1355,596.0,1719,305.0,2870.0,42.0,1579,3313.0,228.0,16922,21432,357.0,114.0,822.0,298.0,864.0,1228.0,491.0,0.0,,2020-07-25 14:00:00+00:00,114.0,63.0,19.88727057678318,10.990333739801232,273.0,182.28571428571428,32.231404958677686,21.521335807050093,209.0,132.28571428571428,33.91249602461171,21.464778755154097,42.0,39.0,12.465830268816728,11.575413821044103,13.0,6.428571428571429,13.741200346701055,6.795099072544478,222.0,143.85714285714286,24.23205136321662,15.702494030089534,39.0,28.428571428571427,15.267713483739886,11.129212392909293,154.0,95.85714285714286,14.657062800755313,9.123273784143615
133,134,2020/07/26 14:00:00+00,256.0,6380,10924,10353,535.0,403.0,1369,597.0,1730,317.0,2879.0,42.0,1597,3327.0,229.0,17020,21558,366.0,114.0,834.0,308.0,871.0,1239.0,500.0,0.0,,2020-07-26 14:00:00+00:00,37.0,60.714285714285715,6.454640450359453,10.591591472597559,131.0,171.57142857142858,15.466351829988195,20.25636700961376,143.0,132.14285714285714,23.203286753681695,21.44159864850706,14.0,32.857142857142854,4.155276756272242,9.752180142271587,7.0,6.428571428571429,7.399107878992876,6.795099072544478,126.0,138.42857142857142,13.753326449393217,15.109947085557852,18.0,26.428571428571427,7.046636992495332,10.346252727076477,98.0,92.57142857142857,9.327221782298837,8.810553520305605
134,135,2020/07/27 14:00:00+00,260.0,6469,11124,10579,546.0,412.0,1391,601.0,1753,319.0,2909.0,43.0,1631,3373.0,229.0,17164,21770,370.0,115.0,849.0,317.0,897.0,1249.0,506.0,0.0,,2020-07-27 14:00:00+00:00,89.0,66.57142857142857,15.526027029243009,11.61336853230697,200.0,185.14285714285714,23.61275088547816,21.858660819699782,226.0,153.42857142857142,36.67092871560884,24.895434538915225,46.0,35.0,13.653052199180223,10.388191890680604,11.0,7.428571428571429,11.627169524131663,7.852114483829175,212.0,154.28571428571428,23.14051751802668,16.840807897216184,34.0,29.142857142857142,13.31031431915785,11.40884084499244,144.0,104.42857142857143,13.705305476030942,9.939065776764503
135,136,2020/07/28 14:00:00+00,262.0,6537,11252,10702,552.0,416.0,1402,607.0,1772,319.0,2931.0,48.0,1648,3410.0,224.0,17230,21870,375.0,116.0,855.0,320.0,914.0,1256.0,506.0,0.0,,2020-07-28 14:00:00+00:00,68.0,67.85714285714286,11.862582449309267,11.837661057609036,128.0,179.71428571428572,15.112160566706022,21.21774329566537,123.0,151.14285714285714,19.958071823096844,24.524552832562673,37.0,33.285714285714285,10.981802855862353,9.879382491953391,6.0,8.142857142857142,6.34209246770818,8.607125491889672,100.0,143.28571428571428,10.915338451899379,15.64012066750725,17.0,28.0,6.655157159578925,10.961435321659406,66.0,101.42857142857143,6.28159834318085,9.653538579347194
136,137,2020/07/29 14:00:00+00,260.0,6599,11423,10826,559.0,418.0,1414,612.0,1796,319.0,2947.0,45.0,1676,3441.0,224.0,17305,22044,376.0,116.0,863.0,323.0,931.0,1260.0,508.0,0.0,,2020-07-29 14:00:00+00:00,62.0,70.57142857142857,10.815883997899626,12.311167499913397,171.0,181.42857142857142,20.188902007083826,21.42013830325519,124.0,155.42857142857142,20.120332569626086,25.21995603197371,31.0,34.714285714285715,9.200969960317106,10.30339032422607,7.0,8.0,7.399107878992876,8.456123290277572,174.0,155.14285714285714,18.992688906304917,16.934367941089608,28.0,29.142857142857142,10.961435321659405,11.40884084499244,75.0,101.71428571428571,7.138179935432784,9.680731645767889
137,138,2020/07/30 14:00:00+00,264.0,6684,11615,11004,565.0,418.0,1435,619.0,1819,326.0,2964.0,45.0,1716,3472.0,229.0,17397,22183,378.0,117.0,874.0,330.0,936.0,1269.0,518.0,0.0,,2020-07-30 14:00:00+00:00,85.0,77.14285714285714,14.828228061636583,13.457551518123958,192.0,181.42857142857142,22.668240850059032,21.420138303255186,178.0,166.0,28.88241288220519,26.93528392385428,31.0,32.857142857142854,9.200969960317106,9.752180142271587,6.0,8.0,6.34209246770818,8.456123290277572,139.0,163.57142857142858,15.172320448140136,17.85437503917827,40.0,28.857142857142858,15.659193316656294,11.296989464159184,92.0,106.14285714285714,8.756167387464213,10.102224175288681
138,139,2020/07/31 14:00:00+00,266.0,6770,11818,11192,588.0,423.0,1449,622.0,1832,340.0,2986.0,45.0,1750,3530.0,232.0,17568,22416,383.0,119.0,896.0,340.0,952.0,1279.0,550.0,0.0,,2020-07-31 14:00:00+00:00,86.0,77.28571428571429,15.002677803538191,13.482472909824187,203.0,185.42857142857142,23.96694214876033,21.89239332096475,188.0,170.14285714285714,30.505020347497613,27.607507016618282,58.0,37.0,17.214717990270717,10.981802855862353,23.0,10.428571428571429,24.31135445954802,11.023160717683265,233.0,172.28571428571428,25.43273859292555,18.805568818558072,34.0,30.0,13.31031431915785,11.74439498749222,171.0,114.28571428571429,16.275050252786745,10.877226568278527
139,140,2020/08/01 14:00:00+00,267.0,6855,11997,11406,612.0,430.0,1467,630.0,1855,349.0,2989.0,43.0,1780,3570.0,235.0,17665,22606,386.0,121.0,904.0,361.0,967.0,1287.0,583.0,0.0,,2020-08-01 14:00:00+00:00,85.0,73.14285714285714,14.828228061636583,12.75975255051753,179.0,172.0,21.13341204250295,20.306965761511215,214.0,170.85714285714286,34.72379975725792,27.723407549853455,40.0,36.714285714285715,11.872219303634976,10.897001289407816,24.0,12.0,25.36836987083272,12.684184935416358,190.0,167.71428571428572,20.739143058608818,18.306581917899816,30.0,28.714285714285715,11.74439498749222,11.241063773742555,97.0,106.14285714285714,9.2320460498264,10.102224175288683
140,141,2020/08/02 14:00:00+00,271.0,6958,12175,11577,619.0,432.0,1481,647.0,1878,351.0,2998.0,43.0,1818,3622.0,235.0,17758,22743,397.0,123.0,922.0,366.0,978.0,1294.0,588.0,0.0,,2020-08-02 14:00:00+00:00,103.0,82.57142857142857,17.968323415865505,14.40456440273268,178.0,178.71428571428572,21.01534828807556,21.099679541237983,171.0,174.85714285714286,27.74658765650049,28.372450535970422,52.0,42.142857142857146,15.43388509472547,12.508231052043994,7.0,12.0,7.399107878992876,12.684184935416358,137.0,169.28571428571428,14.954013679102147,18.478108665001088,38.0,31.571428571428573,14.876233650823478,12.359577582075145,93.0,105.42857142857143,8.85134311993665,10.03424150923694
141,142,2020/08/03 14:00:00+00,273.0,7007,12401,11748,635.0,438.0,1491,655.0,1909,352.0,3010.0,43.0,1853,3660.0,235.0,17842,22880,399.0,123.0,931.0,368.0,982.0,1298.0,611.0,0.0,,2020-08-03 14:00:00+00:00,49.0,76.85714285714286,8.548037353178735,13.4077087347235,226.0,182.42857142857142,26.682408500590316,21.53820205768258,171.0,167.0,27.74658765650049,27.09754467038352,38.0,41.0,11.278608338453228,12.169024786225851,16.0,12.714285714285714,16.912246580555145,13.439195943476857,137.0,158.57142857142858,14.954013679102147,17.308608116583297,35.0,31.714285714285715,13.701794152074255,12.415503272491774,84.0,96.85714285714286,7.994761527684717,9.218449516616051
142,143,2020/08/04 14:00:00+00,276.0,7071,12525,11844,649.0,439.0,1503,662.0,1932,352.0,3016.0,44.0,1863,3690.0,235.0,17910,23082,399.0,129.0,931.0,368.0,986.0,1309.0,639.0,0.0,,2020-08-04 14:00:00+00:00,64.0,76.28571428571429,11.164783481702838,13.308023167922581,124.0,181.85714285714286,14.639905548996458,21.470737055152636,96.0,163.14285714285714,15.577031666807294,26.471681790913586,30.0,40.0,8.904164477726232,11.872219303634978,14.0,13.857142857142858,14.798215757985751,14.647213556373652,202.0,173.14285714285714,22.048983672836744,18.899128862431493,10.0,30.714285714285715,3.9147983291640736,12.02402343957537,68.0,97.14285714285714,6.471949808125723,9.245642583036746
143,144,2020/08/05 14:00:00+00,276.0,7114,12666,11953,660.0,441.0,1511,672.0,1947,353.0,3020.0,45.0,1878,3717.0,235.0,17976,23156,402.0,129.0,945.0,369.0,989.0,1316.0,656.0,0.0,,2020-08-05 14:00:00+00:00,43.0,73.57142857142857,7.5013389017690955,12.834516725618219,141.0,177.57142857142858,16.646989374262102,20.96474953617811,109.0,161.0,17.686421371687445,26.123980191208062,27.0,39.42857142857143,8.013748029953609,11.702616170725905,11.0,14.428571428571429,11.627169524131663,15.25122236282205,74.0,158.85714285714286,8.07735045440554,17.33979479787444,15.0,28.857142857142858,5.87219749374611,11.296989464159182,66.0,95.85714285714286,6.28159834318085,9.123273784143615
144,145,2020/08/06 14:00:00+00,279.0,7200,12777,12075,667.0,444.0,1516,681.0,1961,360.0,3032.0,45.0,1906,3729.0,236.0,18032,23225,406.0,130.0,951.0,371.0,996.0,1322.0,664.0,0.0,,2020-08-06 14:00:00+00:00,86.0,73.71428571428571,15.002677803538191,12.859438117318447,111.0,166.0,13.105076741440376,19.59858323494687,122.0,153.0,19.795811076567603,24.825894218974124,12.0,36.714285714285715,3.561665791090493,10.897001289407816,7.0,14.571428571428571,7.399107878992876,15.40222456443415,69.0,148.85714285714286,7.531583531810571,16.2482609526845,28.0,27.142857142857142,10.961435321659405,10.625881179159629,56.0,90.71428571428571,5.329841018456478,8.63379858857108
145,146,2020/08/07 14:00:00+00,280.0,7243,12915,12239,672.0,445.0,1530,689.0,1983,365.0,3050.0,46.0,1922,3779.0,238.0,18139,23372,420.0,133.0,962.0,384.0,1003.0,1322.0,675.0,0.0,,2020-08-07 14:00:00+00:00,43.0,67.57142857142857,7.5013389017690955,11.787818274208577,138.0,156.71428571428572,16.29279811097993,18.502276943835387,164.0,149.57142857142858,26.610762430795795,24.26957165944529,50.0,35.57142857142857,14.84027412954372,10.557795023589676,5.0,12.0,5.285077056423483,12.68418493541636,147.0,136.57142857142858,16.045547524292086,14.907233657165436,16.0,24.571428571428573,6.263677326662517,9.619218751660295,107.0,81.57142857142857,10.18380337455077,7.763620463108799
146,147,2020/08/08 14:00:00+00,287.0,7295,13060,12375,685.0,445.0,1537,698.0,2000,371.0,3055.0,49.0,1934,3809.0,239.0,18260,23554,422.0,134.0,965.0,394.0,1007.0,1324.0,682.0,0.0,,2020-08-08 14:00:00+00:00,52.0,62.857142857142854,9.071386578883557,10.965412348101001,145.0,151.85714285714286,17.119244391971666,17.928824422330916,136.0,138.42857142857142,22.067461527977,22.461523340976587,30.0,34.142857142857146,8.904164477726232,10.133787191316998,13.0,10.428571428571429,13.741200346701055,11.023160717683265,182.0,135.42857142857142,19.86591598245687,14.782486932000873,12.0,22.0,4.697757994996888,8.61255632416096,121.0,85.0,11.516263629164891,8.089937260157155
147,148,2020/08/09 14:00:00+00,291.0,7361,13257,12547,697.0,451.0,1546,702.0,2024,371.0,3067.0,49.0,1968,3846.0,243.0,18392,23697,431.0,136.0,983.0,400.0,1012.0,1338.0,694.0,0.0,,2020-08-09 14:00:00+00:00,66.0,57.57142857142857,11.513682965506053,10.043320855192508,197.0,154.57142857142858,23.258559622195985,18.24928318434812,172.0,138.57142857142858,27.908848403029733,22.484703447623623,37.0,32.0,10.981802855862353,9.497775442907981,12.0,11.142857142857142,12.68418493541636,11.778171725743762,143.0,136.28571428571428,15.60893398621611,14.876046975874294,34.0,21.428571428571427,13.31031431915785,8.388853562494443,132.0,90.57142857142857,12.5631966863617,8.620202055360734
148,149,2020/08/10 14:00:00+00,299.0,7416,13400,12704,707.0,453.0,1554,706.0,2040,375.0,3082.0,49.0,1994,3881.0,243.0,18489,23832,434.0,139.0,999.0,402.0,1018.0,1348.0,694.0,0.0,,2020-08-10 14:00:00+00:00,55.0,58.42857142857143,9.594735804588378,10.192849205393886,143.0,142.71428571428572,16.883116883116884,16.849384381851912,157.0,136.57142857142858,25.474937205091095,22.160181954565136,35.0,31.571428571428573,10.388191890680606,9.370573093226179,10.0,10.285714285714286,10.570154112846966,10.872158516071165,135.0,136.0,14.735706910064161,14.844860294583153,26.0,20.142857142857142,10.17847565582659,7.885522348744776,97.0,92.42857142857143,9.2320460498264,8.796956987095259
149,150,2020/08/11 14:00:00+00,300.0,7450,13374,12893,713.0,453.0,1567,708.0,2067,378.0,3093.0,51.0,2012,3913.0,242.0,18558,24009,433.0,141.0,1003.0,403.0,1029.0,1356.0,697.0,0.0,,2020-08-11 14:00:00+00:00,34.0,54.142857142857146,5.931291224654633,9.445207454387,-26.0,121.28571428571429,-3.06965761511216,14.319446786979254,189.0,149.85714285714286,30.66728109402686,24.31593187273936,32.0,31.857142857142858,9.497775442907981,9.455374659680714,6.0,9.142857142857142,6.34209246770818,9.664140903174369,177.0,132.42857142857142,19.320149059861897,14.45502677844389,18.0,21.285714285714285,7.046636992495332,8.332927872077814,69.0,92.57142857142857,6.567125540598161,8.810553520305607
150,151,2020/08/12 14:00:00+00,303.0,7479,13463,12991,715.0,454.0,1572,714.0,2084,378.0,3118.0,53.0,2034,3941.0,243.0,18641,24098,440.0,141.0,1012.0,404.0,1041.0,1361.0,704.0,0.0,,2020-08-12 14:00:00+00:00,29.0,52.142857142857146,5.059042515146599,9.096307970583787,89.0,113.85714285714286,10.50767414403778,13.442401754090065,98.0,148.28571428571428,15.901553159865779,24.06095069962198,28.0,32.0,8.310553512544484,9.497775442907981,2.0,7.857142857142857,2.114030822569393,8.305121088665473,89.0,134.57142857142858,9.714651222190447,14.68892688812745,22.0,22.285714285714285,8.61255632416096,8.724407704994219,83.0,95.0,7.899585795212279,9.041694584881526
151,152,2020/08/13 14:00:00+00,312.0,7528,13593,13063,724.0,455.0,1583,715.0,2102,393.0,3154.0,54.0,2055,3967.0,242.0,18752,24301,446.0,141.0,1022.0,411.0,1066.0,1374.0,707.0,0.0,,2020-08-13 14:00:00+00:00,49.0,46.857142857142854,8.548037353178735,8.174216477675293,130.0,116.57142857142857,15.348288075560802,13.762860516107269,72.0,141.14285714285714,11.682773750105468,22.901945367270248,26.0,34.0,7.716942547362735,10.09138640808973,9.0,8.142857142857142,9.513138701562267,8.607125491889672,203.0,153.71428571428572,22.158137057355738,16.778434534633902,21.0,21.285714285714285,8.221076491244553,8.332927872077812,111.0,102.85714285714286,10.564506304440519,9.789503911450675
152,153,2020/08/14 14:00:00+00,326.0,7564,13699,13210,725.0,457.0,1596,719.0,2119,394.0,3173.0,54.0,2085,4009.0,242.0,18819,24442,468.0,142.0,1039.0,412.0,1090.0,1381.0,710.0,0.0,,2020-08-14 14:00:00+00:00,36.0,45.857142857142854,6.280190708457846,7.999766735773685,106.0,112.0,12.514757969303423,13.223140495867769,147.0,138.71428571428572,23.852329739798666,22.507883554270656,42.0,32.857142857142854,12.465830268816728,9.752180142271587,1.0,7.571428571428571,1.0570154112846966,8.003116685441274,141.0,152.85714285714286,15.390627217178123,16.68487449076048,30.0,23.285714285714285,11.74439498749222,9.115887537910627,67.0,97.14285714285714,6.376774075653286,9.24564258303675
153,154,2020/08/15 14:00:00+00,338.0,7618,13847,13341,733.0,460.0,1603,724.0,2152,402.0,3196.0,58.0,2125,4040.0,242.0,18925,24588,470.0,147.0,1040.0,418.0,1117.0,1390.0,719.0,0.0,,2020-08-15 14:00:00+00:00,54.0,46.142857142857146,9.42028606268677,8.049609519174144,148.0,112.42857142857143,17.473435655253837,13.273739247765223,131.0,138.0,21.256157795330786,22.391983021035482,31.0,33.0,9.200969960317106,9.794580925498858,8.0,6.857142857142857,8.456123290277572,7.248105677380776,146.0,147.71428571428572,15.93639413977309,16.123514227519937,40.0,27.285714285714285,15.659193316656294,10.681806869576258,106.0,95.0,10.088627642078334,9.041694584881524
154,155,2020/08/16 14:00:00+00,341.0,7648,13941,13425,737.0,461.0,1608,726.0,2165,408.0,3216.0,58.0,2150,4071.0,244.0,19003,24654,482.0,151.0,1048.0,420.0,1125.0,1401.0,729.0,0.0,,2020-08-16 14:00:00+00:00,30.0,41.0,5.233492257048206,7.152439417965881,94.0,97.71428571428571,11.097992916174736,11.536515432619328,84.0,125.42857142857143,13.629902708456381,20.352133636096433,31.0,32.142857142857146,9.200969960317106,9.540176226135248,4.0,5.714285714285714,4.228061645138786,6.040088064483981,66.0,136.71428571428572,7.2041233782535885,14.922826997811006,25.0,26.0,9.786995822910182,10.17847565582659,78.0,87.28571428571429,7.423707132850094,8.307481791522724
155,156,2020/08/17 14:00:00+00,343.0,7700,14043,13507,742.0,465.0,1613,736.0,2175,413.0,3231.0,58.0,2167,4089.0,246.0,19071,24719,487.0,154.0,1061.0,421.0,1138.0,1405.0,731.0,0.0,,2020-08-17 14:00:00+00:00,52.0,40.57142857142857,9.071386578883557,7.077675242865191,102.0,91.85714285714286,12.04250295159386,10.844999156687468,82.0,114.71428571428571,13.305381215397897,18.613625637568834,18.0,29.714285714285715,5.342498686635739,8.819362911271698,5.0,5.0,5.285077056423483,5.285077056423483,65.0,126.71428571428571,7.094969993734596,13.831293152621068,17.0,24.714285714285715,6.655157159578925,9.675144442076924,68.0,83.14285714285714,6.471949808125723,7.913182328422629
156,157,2020/08/18 14:00:00+00,348.0,7734,14116,13566,745.0,468.0,1622,738.0,2198,407.0,3247.0,58.0,2183,4111.0,249.0,19127,24888,493.0,155.0,1064.0,424.0,1148.0,1410.0,736.0,0.0,,2020-08-18 14:00:00+00:00,34.0,40.57142857142857,5.931291224654633,7.077675242865192,73.0,106.0,8.618654073199528,12.514757969303423,59.0,96.14285714285714,9.573384045225314,15.600211773454328,22.0,28.285714285714285,6.529720616999237,8.39535507899902,3.0,4.571428571428571,3.17104623385409,4.832070451587184,169.0,125.57142857142857,18.44692198370995,13.706546427456503,16.0,24.428571428571427,6.263677326662517,9.563293061243664,56.0,81.28571428571429,5.329841018456478,7.736427396688102
