,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
242,243,2020/11/12 15:00:00+00,1273.0,13595,23392,20006,1313.0,786.0,2592,1526.0,3592,886.0,5373.0,211.0,4329,6581.0,366.0,28146,35336,870.0,517.0,1651.0,685.0,2787.0,2776.0,1311.0,0.0,2020-11-12 15:00:00+00:00,100.0,134.57142857142858,17.252385142245913,23.216781148565218,17.264179934188945,23.23265356857998,16.99925713246331,22.87614316968634
243,244,2020/11/13 15:00:00+00,1399.0,13751,23682,20197,1341.0,798.0,2615,1539.0,3616,898.0,5441.0,240.0,4408,6656.0,369.0,28385,35666,885.0,529.0,1670.0,689.0,2875.0,2800.0,1320.0,0.0,2020-11-13 15:00:00+00:00,156.0,136.57142857142858,26.913720821903627,23.561828851410134,26.932120697334756,23.577937167263762,26.518841126642766,23.216128312335606
244,245,2020/11/14 15:00:00+00,1520.0,13948,24013,20470,1350.0,804.0,2682,1570.0,3670,905.0,5495.0,274.0,4532,6731.0,370.0,28727,36052,902.0,532.0,1702.0,697.0,2955.0,2849.0,1340.0,0.0,2020-11-14 15:00:00+00:00,197.0,139.71428571428572,33.98719873022445,24.104046670166433,34.01043447035222,24.120525679481123,33.48853655095272,23.750390679355885
245,246,2020/11/15 15:00:00+00,1606.0,14129,24285,20737,1365.0,810.0,2703,1596.0,3717,910.0,5565.0,305.0,4616,6791.0,372.0,28989,36269,908.0,540.0,1731.0,708.0,3038.0,2884.0,1356.0,0.0,2020-11-15 15:00:00+00:00,181.0,151.71428571428572,31.226817107465106,26.174332887235945,31.248165680881993,26.1922272715838,30.768655409758594,25.790301535251484
246,247,2020/11/16 15:00:00+00,1664.0,14307,24594,21010,1373.0,819.0,2737,1640.0,3738,911.0,5616.0,312.0,4749,6843.0,374.0,29205,36486,927.0,541.0,1749.0,715.0,3070.0,2914.0,1362.0,0.0,2020-11-16 15:00:00+00:00,178.0,154.71428571428572,30.70924555319773,26.69190444150332,30.73024028285632,26.71015266960947,30.258677695784694,26.300279249225383
247,248,2020/11/17 15:00:00+00,1771.0,14480,24897,21186,1388.0,823.0,2780,1669.0,3790,918.0,5703.0,328.0,4828,6945.0,376.0,29571,36905,937.0,575.0,1771.0,719.0,3112.0,2956.0,1377.0,0.0,2020-11-17 15:00:00+00:00,173.0,163.57142857142858,29.846626296085432,28.21997283981653,29.86703128614688,28.239265749494773,29.40871483916153,27.805927738100703
248,249,2020/11/18 15:00:00+00,1889.0,14660,25253,21409,1402.0,825.0,2845,1694.0,3831,919.0,5778.0,366.0,4959,7005.0,377.0,29833,37184,946.0,584.0,1786.0,723.0,3187.0,2992.0,1376.0,0.0,2020-11-18 15:00:00+00:00,180.0,166.42857142857142,31.054293256042648,28.712898129594986,31.0755238815401,28.732528033328744,30.59866283843396,28.291620799028227
249,250,2020/11/19 15:00:00+00,1990.0,14931,25753,21783,1430.0,839.0,2880,1744.0,3880,929.0,5859.0,408.0,5102,7106.0,387.0,30298,37581,963.0,609.0,1815.0,726.0,3295.0,3033.0,1392.0,0.0,2020-11-19 15:00:00+00:00,271.0,190.85714285714286,46.75396373548643,32.92740935720077,46.78592762165204,32.94992056010919,46.06798682897557,32.44429646995855
250,251,2020/11/20 15:00:00+00,2115.0,15103,26088,22010,1439.0,844.0,2930,1795.0,3938,932.0,5943.0,447.0,5184,7201.0,391.0,30580,38053,990.0,636.0,1851.0,733.0,3409.0,3071.0,1403.0,0.0,2020-11-20 15:00:00+00:00,172.0,193.14285714285714,29.67410244466297,33.32174958902353,29.694389486804987,33.34453038717636,29.2387222678369,32.832850918700565
251,252,2020/11/21 15:00:00+00,2282.0,15294,26583,22466,1456.0,860.0,2978,1820.0,3990,950.0,6036.0,470.0,5344,7340.0,399.0,30882,38428,1001.0,727.0,1889.0,742.0,3509.0,3112.0,1413.0,0.0,2020-11-21 15:00:00+00:00,191.0,192.28571428571428,32.9520556216897,33.17387200209,32.97458367430089,33.19655170202618,32.468581123004924,32.6871430004223
252,253,2020/11/22 15:00:00+00,2421.0,15471,26967,22699,1468.0,869.0,3020,1857.0,4025,961.0,6139.0,496.0,5461,7398.0,404.0,31176,38699,1010.0,742.0,1935.0,749.0,3601.0,3148.0,1423.0,0.0,2020-11-22 15:00:00+00:00,177.0,191.71428571428572,30.53672170177527,33.07528694413431,30.557598483514436,33.09789924525938,30.088685124460063,32.59000438823681
253,254,2020/11/23 15:00:00+00,2493.0,15587,27223,22932,1480.0,878.0,3052,1890.0,4065,968.0,6198.0,504.0,5537,7488.0,410.0,31389,38985,1027.0,743.0,1949.0,761.0,3651.0,3172.0,1415.0,0.0,2020-11-23 15:00:00+00:00,116.0,182.85714285714286,20.012766765005264,31.5472185458211,20.02644872365918,31.56878616537407,19.719138273657443,31.084355899361487
254,255,2020/11/24 15:00:00+00,2593.0,15715,27402,23087,1495.0,890.0,3092,1923.0,4104,970.0,6267.0,545.0,5600,7542.0,413.0,31622,39297,1033.0,761.0,1983.0,781.0,3710.0,3214.0,1425.0,0.0,2020-11-24 15:00:00+00:00,128.0,176.42857142857142,22.083052982074772,30.43813664381958,22.098150315761853,30.45894602674764,21.759049129553038,29.99154651227456
255,256,2020/11/25 15:00:00+00,2734.0,15939,27780,23361,1521.0,902.0,3135,1944.0,4158,970.0,6385.0,612.0,5714,7638.0,416.0,32005,39790,1045.0,777.0,2012.0,786.0,3847.0,3261.0,1429.0,0.0,2020-11-25 15:00:00+00:00,224.0,182.71428571428572,38.64534271863085,31.522572281332177,38.67176305258324,31.54412305118237,38.07833597671782,31.060071246315108
256,257,2020/11/26 15:00:00+00,2830.0,16114,28146,23682,1528.0,919.0,3174,1979.0,4184,988.0,6485.0,657.0,5805,7803.0,425.0,32259,40095,1049.0,810.0,2028.0,793.0,3982.0,3305.0,1440.0,0.0,2020-11-26 15:00:00+00:00,175.0,169.0,30.19167399893035,29.156530890395597,30.212314884830658,29.17646408877932,29.748699981810795,28.728744553863
257,258,2020/11/27 15:00:00+00,2962.0,16297,28504,23955,1537.0,938.0,3222,2023.0,4254,996.0,6575.0,682.0,5875,7917.0,428.0,32601,40479,1061.0,823.0,2063.0,801.0,4074.0,3348.0,1443.0,0.0,2020-11-27 15:00:00+00:00,183.0,170.57142857142858,31.571864810310025,29.427639799773747,31.59344927956577,29.447758344888,31.10864055240786,28.995875737373137
258,259,2020/11/28 15:00:00+00,3028.0,16404,28752,24120,1555.0,945.0,3254,2045.0,4276,998.0,6660.0,701.0,5940,7961.0,435.0,32790,40797,1074.0,886.0,2075.0,805.0,4116.0,3377.0,1454.0,0.0,2020-11-28 15:00:00+00:00,107.0,158.57142857142858,18.460052102203132,27.35735358270424,18.472672529582173,27.37605675278533,18.189205131735743,26.955964881477534
259,260,2020/11/29 15:00:00+00,3093.0,16585,29008,24309,1583.0,952.0,3291,2078.0,4317,1004.0,6773.0,728.0,6026,8066.0,438.0,33103,41067,1083.0,910.0,2118.0,811.0,4240.0,3402.0,1462.0,0.0,2020-11-29 15:00:00+00:00,181.0,159.14285714285714,31.226817107465106,27.45593864065993,31.248165680881993,27.47470920955212,30.768655409758594,27.05310349366304
260,261,2020/11/30 15:00:00+00,3168.0,16742,29315,24521,1598.0,972.0,3327,2109.0,4391,1011.0,6871.0,755.0,6099,8155.0,448.0,33400,41297,1097.0,918.0,2153.0,819.0,4281.0,3440.0,1483.0,0.0,2020-11-30 15:00:00+00:00,157.0,165.0,27.086244673326085,28.46643548470576,27.104762496676646,28.48589689141176,26.6888336979674,28.048774268564465
261,262,2020/12/01 15:00:00+00,3366.0,16919,29645,24762,1611.0,983.0,3366,2156.0,4434,1021.0,6949.0,788.0,6160,8252.0,466.0,33905,41857,1108.0,1061.0,2174.0,824.0,4375.0,3462.0,1491.0,0.0,2020-12-01 15:00:00+00:00,177.0,172.0,30.53672170177527,29.674102444662974,30.557598483514436,29.69438948680499,30.088685124460063,29.238722267836895
262,263,2020/12/02 15:00:00+00,3466.0,17166,29897,25006,1635.0,990.0,3415,2199.0,4502,1030.0,7123.0,817.0,6234,8343.0,467.0,34159,42190,1111.0,1102.0,2210.0,830.0,4469.0,3490.0,1504.0,0.0,2020-12-02 15:00:00+00:00,247.0,175.28571428571428,42.61339130134741,30.2409665279082,42.642524437446696,30.26164111321405,41.98816511718438,29.79726928790355
263,264,2020/12/03 15:00:00+00,3597.0,17318,30187,25270,1660.0,1003.0,3442,2242.0,4522,1034.0,7249.0,874.0,6294,8410.0,472.0,34425,42458,1135.0,1117.0,2240.0,836.0,4570.0,3530.0,1514.0,0.0,2020-12-03 15:00:00+00:00,152.0,172.0,26.22362541621379,29.674102444662974,26.2415534999672,29.694389486804987,25.838870841344235,29.2387222678369
264,265,2020/12/04 15:00:00+00,3900.0,17627,30671,25686,1687.0,1030.0,3517,2288.0,4593,1045.0,7425.0,915.0,6405,8561.0,486.0,35056,43000,1159.0,1127.0,2295.0,848.0,4764.0,3570.0,1536.0,0.0,2020-12-04 15:00:00+00:00,309.0,190.0,53.30987008953988,32.77953177026724,53.34631599664384,32.801941874959,52.527704539311635,32.29858855168029
265,266,2020/12/05 15:00:00+00,3933.0,17958,31077,25952,1705.0,1039.0,3594,2347.0,4666,1061.0,7577.0,943.0,6519,8719.0,500.0,35538,43635,1191.0,1151.0,2335.0,872.0,4890.0,3619.0,1563.0,0.0,2020-12-05 15:00:00+00:00,331.0,222.0,57.105394820833986,38.300295015785935,57.14443558216541,38.32647945389946,56.26754110845356,37.738350834068555
266,267,2020/12/06 15:00:00+00,4071.0,18193,31416,26194,1724.0,1047.0,3681,2391.0,4717,1085.0,7719.0,976.0,6574,8813.0,507.0,35998,44057,1205.0,1171.0,2395.0,880.0,4991.0,3640.0,1582.0,0.0,2020-12-06 15:00:00+00:00,235.0,229.71428571428572,40.543105084277904,39.63119329818776,40.570822845344026,39.65828762025118,39.94825426128878,39.04972209857287
267,268,2020/12/07 15:00:00+00,4101.0,18429,31708,26419,1746.0,1065.0,3728,2435.0,4752,1085.0,7852.0,999.0,6634,8912.0,510.0,36449,44402,1222.0,1183.0,2419.0,892.0,5111.0,3681.0,1595.0,0.0,2020-12-07 15:00:00+00:00,236.0,241.0,40.715628935700366,41.578248192812666,40.743464644685915,41.60667364139537,40.118246832613416,40.96820968923658
268,269,2020/12/08 15:00:00+00,4204.0,18646,32014,26593,1766.0,1086.0,3796,2514.0,4804,1091.0,7952.0,1024.0,6704,9004.0,513.0,36851,44894,1236.0,1351.0,2486.0,904.0,5190.0,3725.0,1613.0,0.0,2020-12-08 15:00:00+00:00,217.0,246.71428571428572,37.437675758673635,42.56409877236957,37.46327045719001,42.5931982090633,36.88838797744538,41.939595811091635
269,270,2020/12/09 15:00:00+00,4321.0,18914,32387,26897,1801.0,1090.0,3843,2598.0,4886,1098.0,8074.0,1058.0,6769,9124.0,515.0,37194,45345,1250.0,1372.0,2539.0,910.0,5288.0,3747.0,1633.0,0.0,2020-12-09 15:00:00+00:00,268.0,249.71428571428572,46.23639218121905,43.08167032663694,46.268002223626375,43.11112360708897,45.558009115001674,42.44957352506553
270,271,2020/12/10 15:00:00+00,4378.0,19255,32853,27197,1812.0,1104.0,3882,2644.0,4945,1129.0,8226.0,1095.0,6904,9280.0,523.0,37738,45871,1277.0,1380.0,2572.0,922.0,5425.0,3796.0,1647.0,0.0,2020-12-10 15:00:00+00:00,341.0,276.7142857142857,58.83063333505858,47.73981431504335,58.870853575584306,47.772452189319985,57.967466821699894,47.03937295083062
271,272,2020/12/11 15:00:00+00,4441.0,19547,33125,27464,1822.0,1130.0,3934,2674.0,4994,1135.0,8363.0,1116.0,6978,9388.0,533.0,38190,46335,1315.0,1391.0,2608.0,931.0,5572.0,3824.0,1661.0,0.0,2020-12-11 15:00:00+00:00,292.0,274.2857142857143,50.37696461535808,47.320827818731665,50.411405407831715,47.35317924806111,49.637830826792865,46.626533849042225
272,273,2020/12/12 15:00:00+00,4590.0,19866,33539,27796,1849.0,1148.0,4056,2785.0,5070,1152.0,8550.0,1146.0,7096,9536.0,550.0,38812,46877,1337.0,1411.0,2665.0,947.0,5679.0,3868.0,1684.0,0.0,2020-12-12 15:00:00+00:00,319.0,272.57142857142856,55.03510860376447,47.02507264486458,55.07273399006274,47.05722187776073,54.227630252557965,46.335118012485715
273,274,2020/12/13 15:00:00+00,4612.0,20171,33850,28046,1867.0,1156.0,4140,2820.0,5142,1164.0,8687.0,1153.0,7192,9633.0,562.0,39316,47288,1346.0,1426.0,2686.0,959.0,5804.0,3921.0,1706.0,0.0,2020-12-13 15:00:00+00:00,305.0,282.57142857142856,52.61977468385004,48.75031115908917,52.65574879927628,48.783639871179616,51.8477342540131,48.035043725732045
274,275,2020/12/14 15:00:00+00,4629.0,20389,34109,28270,1893.0,1171.0,4197,2868.0,5183,1175.0,8820.0,1161.0,7256,9711.0,575.0,39721,47682,1365.0,1429.0,2730.0,966.0,5974.0,3960.0,1727.0,0.0,2020-12-14 15:00:00+00:00,218.0,280.0,37.610199610096096,48.30667839828857,37.6359122565319,48.339703815729045,37.05838054877002,47.59791997089727
275,276,2020/12/15 15:00:00+00,4737.0,20548,34407,28407,1916.0,1182.0,4260,2923.0,5234,1177.0,8966.0,1169.0,7357,9783.0,583.0,40062,48232,1368.0,1488.0,2765.0,972.0,6088.0,3990.0,1748.0,0.0,2020-12-15 15:00:00+00:00,159.0,271.7142857142857,27.431292376171005,46.87719505793104,27.450046095360424,46.90924319261054,27.028818840616662,46.18941009420745
276,277,2020/12/16 15:00:00+00,4848.0,20730,34702,28586,1924.0,1187.0,4310,2948.0,5289,1182.0,9081.0,1227.0,7442,9855.0,589.0,40500,48718,1378.0,1504.0,2789.0,975.0,6213.0,4018.0,1772.0,0.0,2020-12-16 15:00:00+00:00,182.0,259.42857142857144,31.399340958887567,44.757616311883694,31.42080748022388,44.78821537212446,30.93864798108323,44.1009299322191
277,278,2020/12/17 15:00:00+00,4919.0,20941,35002,28853,1939.0,1190.0,4410,2984.0,5322,1194.0,9241.0,1244.0,7514,9912.0,594.0,40747,49068,1386.0,1520.0,2827.0,986.0,6350.0,4054.0,1787.0,0.0,2020-12-17 15:00:00+00:00,211.0,240.85714285714286,36.40253265013888,41.55360192832374,36.42741966113868,41.58201052720366,35.868432549497584,40.9439250361902
278,279,2020/12/18 15:00:00+00,4983.0,21223,35283,29020,1968.0,1195.0,4468,3024.0,5383,1212.0,9380.0,1258.0,7590,10027.0,613.0,41172,49565,1406.0,1549.0,2867.0,999.0,6457.0,4095.0,1816.0,0.0,2020-12-18 15:00:00+00:00,282.0,239.42857142857142,48.651726101133484,41.3071392834345,48.684987414412824,41.33537938528668,47.937905113546535,40.70107850572644
279,280,2020/12/19 15:00:00+00,5006.0,21455,35531,29156,1975.0,1205.0,4540,3091.0,5445,1224.0,9516.0,1291.0,7651,10116.0,621.0,41486,49982,1438.0,1575.0,2883.0,1009.0,6582.0,4134.0,1842.0,0.0,2020-12-19 15:00:00+00:00,232.0,227.0,40.02553353001053,39.16291427289823,40.05289744731836,39.189688450608905,39.438276547314885,38.58831369069172
280,281,2020/12/20 15:00:00+00,5050.0,21674,35819,29331,1994.0,1215.0,4594,3146.0,5492,1257.0,9613.0,1306.0,7750,10196.0,630.0,41780,50319,1449.0,1577.0,2923.0,1018.0,6628.0,4184.0,1863.0,0.0,2020-12-20 15:00:00+00:00,219.0,214.71428571428572,37.78272346151855,37.04333552685087,37.80855405587379,37.068660630122835,37.22837312009465,36.49983352870336
281,282,2020/12/21 15:00:00+00,5071.0,21924,36058,29578,2015.0,1218.0,4641,3193.0,5535,1266.0,9763.0,1312.0,7826,10284.0,646.0,42171,50643,1462.0,1579.0,2946.0,1030.0,6799.0,4233.0,1880.0,0.0,2020-12-21 15:00:00+00:00,250.0,219.28571428571428,43.13096285561479,37.8320159904964,43.16044983547236,37.857880284257185,42.498142831158276,37.276942426187404
282,283,2020/12/22 15:00:00+00,5123.0,22120,36334,29865,2032.0,1231.0,4705,3256.0,5592,1281.0,9876.0,1325.0,7911,10370.0,661.0,42551,51006,1478.0,1617.0,2958.0,1046.0,6885.0,4271.0,1903.0,0.0,2020-12-22 15:00:00+00:00,196.0,224.57142857142858,33.814674878801995,38.74392777658654,33.837792671010334,38.77041550935003,33.31854397962809,38.17547458890333
283,284,2020/12/23 15:00:00+00,5172.0,22366,36582,30080,2055.0,1232.0,4763,3270.0,5664,1290.0,10065.0,1339.0,7979,10463.0,664.0,42975,51462,1495.0,1630.0,2982.0,1055.0,7024.0,4319.0,1936.0,0.0,2020-12-23 15:00:00+00:00,246.0,233.71428571428572,42.44086744992495,40.3212887038776,42.46988263810481,40.34885481761874,41.818172545859746,39.729692383871395
284,285,2020/12/24 15:00:00+00,5204.0,22710,36897,30290,2074.0,1241.0,4822,3316.0,5717,1295.0,10288.0,1358.0,8060,10604.0,674.0,43454,51912,1507.0,1642.0,3046.0,1065.0,7214.0,4362.0,1976.0,0.0,2020-12-24 15:00:00+00:00,344.0,252.71428571428572,59.34820488932594,43.59924188090432,59.38877897360997,43.62904900511463,58.4774445356738,42.95955123903942
285,286,2020/12/25 15:00:00+00,5248.0,22981,37098,30440,2105.0,1260.0,4865,3361.0,5768,1301.0,10473.0,1392.0,8112,10719.0,681.0,43918,52363,1531.0,1655.0,3064.0,1071.0,7342.0,4408.0,2004.0,0.0,2020-12-25 15:00:00+00:00,271.0,251.14285714285714,46.75396373548643,43.328132971526166,46.78592762165204,43.35775474900595,46.06798682897557,42.69242005552929
286,287,2020/12/26 15:00:00+00,5261.0,23253,37356,30612,2124.0,1263.0,4906,3425.0,5809,1308.0,10575.0,1404.0,8194,10769.0,688.0,44287,52767,1543.0,1684.0,3106.0,1094.0,7537.0,4447.0,2028.0,0.0,2020-12-26 15:00:00+00:00,272.0,256.85714285714283,46.92648758690889,44.31398355108308,46.95856942099393,44.344279316673884,46.23797940030021,43.66380617738433
287,288,2020/12/27 15:00:00+00,5269.0,23408,37549,30777,2153.0,1275.0,4944,3447.0,5853,1319.0,10670.0,1414.0,8253,10822.0,695.0,44640,53043,1560.0,1690.0,3129.0,1104.0,7642.0,4480.0,2062.0,0.0,2020-12-27 15:00:00+00:00,155.0,247.71428571428572,26.74119697048117,42.73662262379202,26.759478897992867,42.765840008405185,26.34884855531813,42.109588382416256
288,289,2020/12/28 15:00:00+00,5276.0,23634,37799,30989,2164.0,1281.0,4970,3470.0,5892,1323.0,10788.0,1421.0,8323,10898.0,713.0,45050,53338,1576.0,1697.0,3144.0,1121.0,7730.0,4515.0,2071.0,0.0,2020-12-28 15:00:00+00:00,226.0,244.28571428571428,38.990390421475766,42.14511227605788,39.01704665126702,42.17392526780442,38.418321119367086,41.526756709303235
289,290,2020/12/29 15:00:00+00,5324.0,23789,37971,31123,2186.0,1288.0,5053,3506.0,5922,1334.0,10891.0,1424.0,8371,10986.0,718.0,45341,53692,1591.0,1771.0,3174.0,1133.0,7827.0,4559.0,2087.0,0.0,2020-12-29 15:00:00+00:00,155.0,238.42857142857142,26.74119697048117,41.13461543201204,26.759478897992867,41.16273758594478,26.34884855531813,40.53108593440181
290,291,2020/12/30 15:00:00+00,5374.0,24045,38280,31312,2205.0,1295.0,5101,3535.0,5987,1337.0,11100.0,1439.0,8475,11088.0,722.0,45791,54127,1614.0,1781.0,3202.0,1135.0,8005.0,4617.0,2122.0,0.0,2020-12-30 15:00:00+00:00,256.0,239.85714285714286,44.166105964149544,41.38107807690127,44.196300631523705,41.409368727861775,43.518098259106075,40.773932464865574
291,292,2020/12/31 15:00:00+00,5404.0,24408,38657,31537,2231.0,1319.0,5168,3568.0,6036,1372.0,11301.0,1456.0,8551,11222.0,737.0,46200,54581,1664.0,1792.0,3255.0,1164.0,8206.0,4675.0,2158.0,0.0,2020-12-31 15:00:00+00:00,363.0,242.57142857142858,62.62615806635267,41.84935710219081,62.668973161105875,41.87796789750404,61.707303390841815,41.23534087274671
292,293,2021/01/01 15:00:00+00,5474.0,24815,39001,31911,2268.0,1341.0,5249,3620.0,6116,1382.0,11518.0,1487.0,8660,11363.0,742.0,46717,55139,1701.0,1816.0,3308.0,1185.0,8432.0,4752.0,2222.0,0.0,2021-01-01 15:00:00+00:00,407.0,262.0,70.21720752894088,45.2012490726843,70.265212332149,45.23215142757504,69.18697652912569,44.53805368705388
293,294,2021/01/02 15:00:00+00,5504.0,25143,39351,32132,2301.0,1360.0,5313,3687.0,6180,1397.0,11652.0,1492.0,8789,11486.0,763.0,47147,55694,1725.0,1843.0,3356.0,1221.0,8568.0,4818.0,2249.0,0.0,2021-01-02 15:00:00+00:00,328.0,270.0,56.5878232665666,46.581439884063975,56.62651018413975,46.613285822310154,55.75756339447967,45.89799425765094
294,295,2021/01/03 15:00:00+00,5513.0,25365,39608,32317,2337.0,1370.0,5354,3718.0,6229,1420.0,11868.0,1496.0,8856,11564.0,767.0,47575,56028,1736.0,1845.0,3372.0,1236.0,8633.0,4843.0,2269.0,0.0,2021-01-03 15:00:00+00:00,222.0,279.57142857142856,38.30029501578593,48.232739604821795,38.32647945389946,48.26571447315395,37.738350834068555,47.52506601175815
295,296,2021/01/04 15:00:00+00,5524.0,25629,39851,32503,2378.0,1378.0,5392,3744.0,6288,1438.0,12054.0,1515.0,8957,11657.0,783.0,48089,56391,1745.0,1848.0,3413.0,1247.0,8766.0,4896.0,2316.0,0.0,2021-01-04 15:00:00+00:00,264.0,285.0,45.546296775529214,49.169297655400854,45.57743502625882,49.2029128124385,44.878038829703144,48.447882827520445
296,297,2021/01/05 15:00:00+00,5556.0,25781,40026,32689,2394.0,1394.0,5460,3785.0,6328,1443.0,12190.0,1525.0,9005,11744.0,792.0,48351,56813,1761.0,1887.0,3433.0,1257.0,8879.0,4934.0,2331.0,0.0,2021-01-05 15:00:00+00:00,152.0,284.57142857142856,26.22362541621379,49.09535886193409,26.2415534999672,49.12892346986341,25.838870841344235,48.375028868381314
297,298,2021/01/06 15:00:00+00,5622.0,26130,40428,32982,2427.0,1400.0,5538,3831.0,6396,1458.0,12309.0,1543.0,9116,11885.0,802.0,48864,57286,1795.0,1897.0,3476.0,1268.0,9083.0,5006.0,2362.0,0.0,2021-01-06 15:00:00+00:00,349.0,297.85714285714283,60.21082414643824,51.3874614594039,60.25198797031942,51.422593089691354,59.32740739229696,50.6335016016943
298,299,2021/01/07 15:00:00+00,5625.0,26478,40759,33215,2508.0,1420.0,5587,3869.0,6471,1527.0,12446.0,1561.0,9195,12029.0,811.0,49257,57771,1841.0,1910.0,3582.0,1303.0,9261.0,5046.0,2402.0,0.0,2021-01-07 15:00:00+00:00,348.0,295.7142857142857,60.03830029501578,51.017767492070064,60.07934617097753,51.05264637681588,59.15741482097232,50.269231805998665
299,300,2021/01/08 15:00:00+00,5705.0,26916,41229,33528,2542.0,1467.0,5740,3915.0,6534,1538.0,12592.0,1584.0,9349,12249.0,822.0,49806,58316,1890.0,1933.0,3642.0,1336.0,9393.0,5117.0,2463.0,0.0,2021-01-08 15:00:00+00:00,438.0,300.14285714285717,75.5654469230371,51.78180169122667,75.61710811174758,51.81720291675854,74.4567462401893,51.02205605043631
300,301,2021/01/09 15:00:00+00,5729.0,27345,41602,33848,2611.0,1482.0,5841,3960.0,6624,1597.0,12730.0,1598.0,9444,12459.0,840.0,50428,58954,1935.0,1962.0,3708.0,1355.0,9580.0,5216.0,2516.0,0.0,2021-01-09 15:00:00+00:00,429.0,314.57142857142856,74.01273226023498,54.271074404607866,74.06333191767058,54.308177450120084,72.9268130982676,53.474806008120304
301,302,2021/01/10 15:00:00+00,5758.0,27770,41972,34121,2679.0,1502.0,5895,4010.0,6695,1618.0,12818.0,1614.0,9563,12612.0,852.0,51067,59540,1969.0,1965.0,3734.0,1381.0,9678.0,5295.0,2566.0,0.0,2021-01-10 15:00:00+00:00,425.0,343.57142857142856,73.32263685454514,59.274266095859176,73.37276472030302,59.314789631034884,72.24684281296908,58.404590576534666
302,303,2021/01/11 15:00:00+00,5771.0,28202,42307,34400,2751.0,1542.0,5953,4100.0,6771,1627.0,12937.0,1623.0,9682,12734.0,870.0,51527,60023,2006.0,1973.0,3790.0,1401.0,9768.0,5333.0,2595.0,0.0,2021-01-11 15:00:00+00:00,432.0,367.57142857142856,74.53030381450236,63.4148385299982,74.58125731569625,63.458192815240224,73.4367908122415,62.484412288325856
303,304,2021/01/12 15:00:00+00,5785.0,28416,42505,34443,2783.0,1556.0,6015,4125.0,6818,1645.0,13501.0,1634.0,9739,12863.0,877.0,52015,60505,2014.0,2022.0,3818.0,1420.0,9852.0,5386.0,2614.0,0.0,2021-01-12 15:00:00+00:00,214.0,376.42857142857144,36.920104204406265,64.94290692831142,36.945345059164346,64.98730589512553,36.37841026347149,63.99006077720117
304,305,2021/01/13 15:00:00+00,5799.0,28675,42810,34678,2821.0,1560.0,6061,4158.0,6890,1658.0,13676.0,1647.0,9848,12954.0,886.0,52368,60972,2029.0,2034.0,3874.0,1426.0,9959.0,5442.0,2642.0,0.0,2021-01-13 15:00:00+00:00,259.0,363.57142857142856,44.68367751841692,62.72474312430836,44.714226029549366,62.767625617872675,44.02807597307998,61.80444200302732
305,306,2021/01/14 15:00:00+00,5814.0,29016,43103,34907,2850.0,1575.0,6139,4213.0,6957,1732.0,13836.0,1665.0,9926,13070.0,892.0,52842,61516,2058.0,2047.0,3948.0,1441.0,10122.0,5473.0,2673.0,0.0,2021-01-14 15:00:00+00:00,341.0,362.57142857142856,58.83063333505858,62.55221927288591,58.870853575584306,62.594983818530785,57.967466821699894,61.6344494317027
306,307,2021/01/15 15:00:00+00,5839.0,29358,43403,35199,2899.0,1608.0,6210,4267.0,7022,1759.0,13970.0,1689.0,10027,13195.0,904.0,53283,61946,2099.0,2052.0,3998.0,1458.0,10306.0,5531.0,2717.0,0.0,2021-01-15 15:00:00+00:00,342.0,348.85714285714283,59.003157186481026,60.18617788194933,59.0434953749262,60.22732485612772,58.13745939302452,59.30312273925058
307,308,2021/01/16 15:00:00+00,5865.0,29710,43793,35405,2967.0,1627.0,6255,4337.0,7121,1811.0,14150.0,1701.0,10160,13330.0,918.0,53832,62491,2140.0,2068.0,4073.0,1477.0,10418.0,5626.0,2756.0,0.0,2021-01-16 15:00:00+00:00,352.0,337.85714285714283,60.72839570070562,58.28841551630227,60.76991336834509,58.328265063366935,59.83738510627086,57.433204454679625
308,309,2021/01/17 15:00:00+00,5888.0,29955,44057,35610,3009.0,1645.0,6314,4366.0,7206,1828.0,14230.0,1716.0,10259,13433.0,937.0,54241,62927,2177.0,2074.0,4081.0,1499.0,10495.0,5701.0,2797.0,0.0,2021-01-17 15:00:00+00:00,245.0,312.14285714285717,42.26834359850249,53.852087908296184,42.29724083876292,53.88890450886121,41.64817997453511,53.061966906331904
309,310,2021/01/18 15:00:00+00,5891.0,30174,44207,35773,3051.0,1652.0,6348,4403.0,7264,1844.0,14325.0,1719.0,10314,13525.0,943.0,54525,63258,2187.0,2084.0,4103.0,1508.0,10549.0,5745.0,2822.0,0.0,2021-01-18 15:00:00+00:00,219.0,281.7142857142857,37.78272346151855,48.60243357215563,37.80855405587379,48.63566118602943,37.22837312009465,47.88933580745378
